Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 3	Memphis	W 105–95 (OT)	Joe Johnson (26)	Zaza Pachulia , Josh Smith (6)	Mike Bibby (10)	Philips Arena 12,088	11–6
18	December 5	New York	W 98–95 (OT)	Marvin Williams (18)	Al Horford (9)	Mike Bibby (9)	Philips Arena 16,366	12–6
19	December 6	@ Dallas	L 98–100 (OT)	Joe Johnson (32)	Zaza Pachulia (12)	Mike Bibby (5)	American Airlines Center 19,966	12–7
20	December 9	@ Houston	L 84–92 (OT)	Joe Johnson (22)	Josh Smith (11)	Josh Smith , Joe Johnson (4)	Toyota Center 16,439	12–8
21	December 10	@ San Antonio	L 89–95 (OT)	Joe Johnson (29)	Al Horford (7)	Mike Bibby (7)	AT&T Center 18,161	12–9
22	December 12	@ Miami	W 87–73 (OT)	Joe Johnson (21)	Al Horford (10)	Mike Bibby (8)	American Airlines Arena 19,600	13–9
23	December 13	Cleveland	W 97–92 (OT)	Mike Bibby (24)	Al Horford , Josh Smith (8)	Joe Johnson (8)	Philips Arena 19,200	14–9
24	December 15	Charlotte	W 83–79 (OT)	Joe Johnson (28)	Al Horford (14)	Joe Johnson (8)	Philips Arena 12,733	15–9
25	December 17	Boston	L 85–88 (OT)	Joe Johnson (20)	Al Horford (11)	Joe Johnson , Josh Smith , Al Horford (4)	Philips Arena 18,729	15–10
26	December 19	Golden State	W 115–99 (OT)	Marvin Williams (22)	Marvin Williams (9)	Josh Smith , Mike Bibby (7)	Philips Arena 16,768	16–10
27	December 21	Detroit	W 85–78 (OT)	Mike Bibby (27)	Al Horford (11)	Joe Johnson (7)	Philips Arena 15,233	17–10
28	December 23	Oklahoma City	W 99–88 (OT)	Marvin Williams (21)	Joe Johnson (11)	Joe Johnson (11)	Philips Arena 12,138	18–10
29	December 27	Chicago	W 129–117 (OT)	Joe Johnson (41)	Al Horford (10)	Joe Johnson (8)	Philips Arena 18,031	19–10
30	December 29	Denver	W 109–91 (OT)	Joe Johnson (25)	Al Horford (10)	Mike Bibby (9)	Philips Arena 17,131	20–10
31	December 30	@ Indiana	W 110–104 (OT)	Joe Johnson (27)	Al Horford (14)	Mike Bibby (6)	Conseco Fieldhouse 13,762	21–10
