Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 1	New York Knicks	W 124–93 (OT)	LeBron James (22)	Antawn Jamison (12)	Mo Williams (10)	Quicken Loans Arena 20,562	47-14
62	March 3	@ New Jersey Nets	W 111–92 (OT)	LeBron James (26)	J. J. Hickson (13)	LeBron James (14)	Izod Center 17,502	48-14
63	March 5	Detroit Pistons	W 99–92 (OT)	LeBron James (40)	LeBron James (13)	Delonte West (7)	Quicken Loans Arena 20,562	49-14
64	March 6	@ Milwaukee Bucks	L 85–92 (OT)	Antawn Jamison (30)	Antawn Jamison (11)	Delonte West (6)	Bradley Center 18,717	49-15
65	March 8	San Antonio Spurs	W 97–95 (OT)	Antawn Jamison , Mo Williams (17)	Anderson Varejão (9)	Mo Williams (8)	Quicken Loans Arena 20,562	50-15
66	March 12	@ Philadelphia 76ers	W 100–95 (OT)	LeBron James (23)	Anderson Varejão (12)	LeBron James (10)	Wachovia Center 20,433	51-15
67	March 14	Boston Celtics	W 104–93 (OT)	LeBron James (30)	Antawn Jamison (12)	LeBron James (7)	Quicken Loans Arena 20,562	52-15
68	March 16	@ Detroit Pistons	W 113–101 (OT)	LeBron James (29)	LeBron James (12)	LeBron James (12)	The Palace of Auburn Hills 22,076	53-15
69	March 17	Indiana Pacers	W 99–94 (OT)	LeBron James (32)	LeBron James , Antawn Jamison (9)	LeBron James (9)	Quicken Loans Arena 20,562	54-15
70	March 19	@ Chicago Bulls	W 92–85 (OT)	LeBron James (29)	LeBron James (11)	LeBron James (7)	United Center 23,129	55-15
71	March 21	Detroit Pistons	W 104–79 (OT)	Leon Powe (16)	Anderson Varejão (9)	Mo Williams (8)	Quicken Loans Arena 20,562	56-15
72	March 24	@ New Orleans Hornets	W 105–92 (OT)	LeBron James (38)	Antawn Jamison (11)	LeBron James (9)	New Orleans Arena 18,008	57-15
73	March 26	@ San Antonio Spurs	L 97–102 (OT)	LeBron James (27)	Antawn Jamison (9)	LeBron James (10)	AT&T Center 18,581	57-16
74	March 28	Sacramento Kings	W 97–90 (OT)	LeBron James (34)	Antawn Jamison (9)	LeBron James (8)	Quicken Loans Arena 20,562	58-16
