Place	Player	Country	Score	To par
T1	Mike Weir	Canada	68-68-69=205	–11
T1	Tiger Woods	United States	70-67-68=205	–11
T3	Stewart Cink	United States	69-70-68=207	–9
T3	Sergio García	Spain	66-73-68=207	–9
T5	Jim Furyk	United States	71-70-69=210	–6
T5	Jay Haas	United States	68-67-75=210	–6
T5	Skip Kendall	United States	74-65-71=210	–6
T5	Nick Price	Zimbabwe	70-71-69=210	–6
T9	Brandt Jobe	United States	69-74-69=212	–4
T9	Colin Montgomerie	Scotland	72-70-70=212	–4
T9	Greg Turner	New Zealand	73-69-70=212	–4
T9	Brian Watts	United States	69-71-72=212	–4
T9	Lee Westwood	England	70-68-74=212	–4
