Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
58	March 3	Boston	L 103–107 (OT)	Carlos Rogers (17)	Carlos Rogers , Damon Stoudamire (7)	Damon Stoudamire (17)	SkyDome 15,385	20-38
59	March 5	New York	L 94–100 (OT)	Marcus Camby , Doug Christie (24)	Marcus Camby (9)	Damon Stoudamire (8)	SkyDome 18,319	20-39
60	March 7	San Antonio	L 103–106 (OT)	Damon Stoudamire (25)	Marcus Camby (9)	Doug Christie (9)	SkyDome 16,178	20-40
61	March 9	Vancouver	W 81–77 (OT)	Walt Williams (16)	Marcus Camby (12)	Damon Stoudamire (10)	SkyDome 19,186	21-40
62	March 11	@ Phoenix	W 105–101 (OT)	Marcus Camby (23)	Clifford Rozier (14)	Damon Stoudamire (9)	America West Arena 19,023	22-40
63	March 13	@ Sacramento	W 103–96 (OT)	Damon Stoudamire (31)	Marcus Camby , Walt Williams (6)	Damon Stoudamire (6)	ARCO Arena 17,317	23-40
64	March 15	@ Golden State	L 102–106 (OT)	Marcus Camby (27)	Marcus Camby (9)	Damon Stoudamire (14)	San Jose Arena 15,058	23-41
65	March 16	@ L.A. Lakers	L 90–98 (OT)	Damon Stoudamire (25)	Marcus Camby (11)	Damon Stoudamire (8)	Great Western Forum 16,839	23-42
66	March 18	Philadelphia	W 117–105 (OT)	Marcus Camby (36)	Doug Christie , Damon Stoudamire (10)	Damon Stoudamire (12)	Maple Leaf Gardens 15,219	24-42
67	March 19	@ Detroit	W 99–97 (OT)	Marcus Camby (28)	Marcus Camby (14)	Doug Christie (7)	The Palace of Auburn Hills 21,454	25-42
68	March 21	Charlotte	L 97–102 (OT)	Damon Stoudamire (29)	Marcus Camby (16)	Doug Christie (9)	SkyDome 16,993	25-43
69	March 23	Atlanta	L 79–90 (OT)	Marcus Camby (37)	Marcus Camby , Walt Williams (8)	Damon Stoudamire (9)	SkyDome 18,533	25-44
70	March 25	Indiana	L 84–98 (OT)	Walt Williams (16)	Marcus Camby (10)	Damon Stoudamire (6)	SkyDome 15,763	25-45
71	March 27	Chicago	L 83–96 (OT)	Damon Stoudamire (18)	Clifford Rozier (10)	Damon Stoudamire (12)	SkyDome 34,104	25-46
72	March 28	@ Washington	L 86–113 (OT)	Doug Christie (17)	Reggie Slater (10)	Damon Stoudamire (3)	USAir Arena 18,756	25-47
