Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
32	January 1	Minnesota	W 97–70 (OT)	Dwyane Wade (19)	Alonzo Mourning (10)	Dwyane Wade (9)	American Airlines Arena	19-13
33	January 4	@ New Orleans/Oklahoma City	L 92–107 (OT)	Shaquille O'Neal , Dwyane Wade (19)	Dwyane Wade (10)	Dwyane Wade (10)	Ford Center	19-14
34	January 6	@ Phoenix	L 93–111 (OT)	Antoine Walker (22)	Shaquille O'Neal (13)	Gerald Fitch (6)	America West Arena	19-15
35	January 8	@ Portland	W 118–89 (OT)	Dwyane Wade (31)	James Posey (9)	Jason Williams (8)	Rose Garden	20-15
36	January 11	@ Golden State	W 110–96 (OT)	Dwyane Wade (32)	Udonis Haslem , Shaquille O'Neal (10)	Dwyane Wade (11)	The Arena in Oakland	21-15
37	January 13	@ Seattle	W 117–104 (OT)	James Posey , Jason Williams (19)	Dwyane Wade (10)	Dwyane Wade (14)	KeyArena	22-15
38	January 14	@ Utah	W 100–94 (OT)	Dwyane Wade (31)	Shaquille O'Neal (14)	Dwyane Wade (8)	Delta Center	23-15
39	January 16	@ L.A. Lakers	L 92–100 (OT)	Dwyane Wade (34)	Udonis Haslem (12)	Dwyane Wade (7)	Staples Center	23-16
40	January 20	San Antonio	L 94–101 (OT)	Dwyane Wade (36)	James Posey , Antoine Walker (7)	Udonis Haslem , Jason Williams (3)	American Airlines Arena	23-17
41	January 22	Sacramento	W 119–99 (OT)	Shaquille O'Neal (27)	Dwyane Wade , Udonis Haslem , Shaquille O'Neal (6)	Jason Williams (11)	American Airlines Arena	24-17
42	January 24	Memphis	W 94–82 (OT)	Dwyane Wade (25)	Shaquille O'Neal (15)	Jason Williams (6)	American Airlines Arena	25-17
43	January 26	Phoenix	L 98–107 (OT)	Dwyane Wade (25)	Shaquille O'Neal (12)	Gary Payton (8)	American Airlines Arena	25-18
44	January 27	@ Charlotte	W 91–85 (OT)	Shaquille O'Neal (23)	Gerald Fitch (8)	Gary Payton (8)	Charlotte Arena	26-18
45	January 29	@ Houston	W 101–95 (OT)	Dwyane Wade (32)	Shaquille O'Neal (14)	Dwyane Wade (9)	Toyota Center	27-18
