Country	Film title used in nomination	Language	Original name	Director
Austria	Egon Schiele – Exzess und Bestrafung	German	Egon Schiele - Exzesse	Herbert Vesely
Brazil	Bye Bye Brazil	Portuguese	Bye Bye Brazil	Carlos Diegues
Cameroon	Our Daughter	French	Notre fille	Daniel Kamwa
Canada	Good Riddance	French	Les Bons débarras	Francis Mankiewicz
Colombia	The Latin Immigrant	Spanish	El Inmigrante latino	Gustavo Nieto Roa
Czechoslovakia	Love Between the Raindrops	Czech	Lásky mezi kapkami deště	Karel Kachyňa
Finland	Tulipää	Finnish	Tulipää	Pirjo Honkasalo and Pekka Lehto
France	The Last Metro	French	Le Dernier métro	François Truffaut
East Germany	The Fiancee	German	Die Verlobte	Günther Rücker and Günter Reisch
West Germany	Fabian	German	Fabian	Wolf Gremm
Hungary	Confidence	Hungarian	Bizalom	István Szabó
Iceland	Land and Sons	Icelandic	Land og synir	Ágúst Guðmundsson
India	Payal Ki Jhankaar	Hindi	पायल की झंकार	Satyen Bose
Israel	The Thin Line	Hebrew	על חבל דק	Michal Bat-Adam
Italy	A Leap in the Dark	Italian	Salto nel vuoto	Marco Bellocchio
Japan	Kagemusha	Japanese	影武者	Akira Kurosawa
Netherlands	In for Treatment	Dutch	Opname	Marja Kok and Erik van Zuylen
Norway	Life and Death	Norwegian	Liv og død	Petter Vennerød and Svend Wam
Poland	Olympics 40	Polish	Olimpiada 40	Andrzej Kotkowski
Portugal	Morning Undersea	Portuguese	Manhã Submersa	Lauro António
Spain	The Nest	Spanish	El Nido	Jaime de Armiñán
Sweden	Herr Puntila and His Servant Matti	Swedish	Herr Puntila och hans dräng Matti	Ralf Långbacka
Switzerland	Every Man for Himself	French	Sauve qui peut (la vie)	Jean-Luc Godard
Taiwan	The Legend of Six Dynasty	Chinese	六朝怪談	Guk-Gam Wong
Soviet Union	Moscow Does Not Believe in Tears	Russian	Москва слезам не верит	Vladimir Menshov
Yugoslavia	Special Treatment	Serbo-Croatian	Посебан третман	Goran Paskaljević
