Pole Position	Fastest Lap	Winning driver	Winning team	Report
Jonathan Bomarito	Carl Skerlong	Simona de Silvestro	Newman Wachs Racing	Report
James Hinchcliffe	Douglas Soares	James Hinchcliffe	Forsythe Pettit Racing	Report
Junior Strous	Junior Strous	Junior Strous	Condor Motorsports	Report
James Hinchcliffe	David Garza Pérez	Jonathan Bomarito	Mathiasen Motorsports	Report
Carl Skerlong	Carl Skerlong	Jonathan Summerton	Newman Wachs Racing	Report
Dane Cameron	Tõnis Kasemets	Jonathan Bomarito	Mathiasen Motorsports	Report
Jonathan Bomarito	Dane Cameron	Jonathan Summerton	Newman Wachs Racing	Report
Jonathan Bomarito	Jonathan Summerton	Jonathan Bomarito	Mathiasen Motorsports	Report
Carl Skerlong	Carl Skerlong	Carl Skerlong	Pacific Coast Motorsports	Report
Markus Niemelä	Carl Skerlong	Markus Niemelä	Brooks Associates Racing	Report
Jonathan Summerton	J.R. Hildebrand	Markus Niemelä	Brooks Associates Racing	Report
