149.	9 February	Friendly	Israel	Croatia
150.	26 March	World Cup 2006 qualifier	Croatia	Iceland
151.	30 March	World Cup 2006 qualifier	Croatia	Malta
152.	4 June	World Cup 2006 qualifier	Bulgaria	Croatia
153.	17 August	Friendly	Croatia	Brazil
154.	3 September	World Cup 2006 qualifier	Iceland	Croatia
155.	7 September	World Cup 2006 qualifier	Malta	Croatia
156.	8 October	World Cup 2006 qualifier	Croatia	Sweden
157.	12 October	World Cup 2006 qualifier	Hungary	Croatia
158.	12 November	Friendly	Portugal	Croatia
