Date	Opponent	Score	Loss	Attendance	Record
September 1	Angels	4 - 3 (10)	Witt (15-10)	31,101	78-54
September 2	Angels	7 - 6	Buice (5-6)	33,408	79-54
September 4	Mariners	6 - 5 (10)	Powell (0-3)	33,042	80-54
September 5	Mariners	3 - 0	Campbell (0-3)	38,436	81-54
September 6	Mariners	3 - 2 (11)	Núñez (3-3)	44,287	82-54
September 7	@ Brewers	5 - 3	Plesac (5-6)	16,935	83-54
September 8	@ Brewers	6 - 4	Stieb (13-8)	8,053	83-55
September 9	@ Brewers	6 - 4	Wells (1-3)	10,555	83-56
September 11	Yankees	6 - 5 (10)	Righetti (7-4)	38,540	84-56
September 12	Yankees	13 - 1	Rhoden (16-10)	45,648	85-56
September 13	Yankees	8 - 5	Cerutti (10-4)	45,312	85-57
September 14	Orioles	18 - 3	Dixon (7-10)	27,446	86-57
September 15	Orioles	6 - 2	Mesa (0-1)	27,192	87-57
September 16	Orioles	7 - 0	Boddicker (10-9)	29,353	88-57
September 17	@ Yankees	6 - 5	Henke (0-6)	27,032	88-58
September 18	@ Yankees	6 - 3	Allen (0-8)	34,110	89-58
September 19	@ Yankees	4 - 2	Flanagan (5-7)	38,239	89-59
September 20	@ Yankees	6 - 2	Leiter (1-1)	45,267	90-59
September 21	@ Orioles	2 - 1	Boddicker (10-10)	13,683	91-59
September 22	@ Orioles	8 - 4	Ballard (2-7)	13,923	92-59
September 23	@ Orioles	6 - 1	Habyan (5-6)	22,590	93-59
September 24	Tigers	4 - 3	Morris (18-10)	42,436	94-59
September 25	Tigers	3 - 2	Hernández (3-4)	46,233	95-59
September 26	Tigers	10 - 9	Henneman (9-3)	46,429	96-59
September 27	Tigers	3 - 2 (13)	Núñez (5-2)	46,346	96-60
September 28	Brewers	6 - 4	Flanagan (6-8)	34,113	96-61
September 29	Brewers	5 - 3	Key (17-7)	34,314	96-62
September 30	Brewers	5 - 2	Stieb (13-9)	35,245	96-63
