Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 1	Orlando	W 107–88 (OT)	Paul Pierce (24)	Kendrick Perkins (13)	Rajon Rondo (12)	TD Banknorth Garden 18,624	17–2
20	December 3	Indiana	W 114–96 (OT)	Ray Allen (31)	Kevin Garnett (14)	Rajon Rondo (17)	TD Banknorth Garden 18,624	18–2
21	December 5	Portland	W 93–78 (OT)	Ray Allen (19)	Kendrick Perkins (12)	Rajon Rondo (7)	TD Banknorth Garden 18,624	19–2
22	December 7	@ Indiana	W 122–117 (OT)	Ray Allen (35)	Kevin Garnett (20)	Paul Pierce (8)	Conseco Fieldhouse 16,102	20–2
23	December 11	@ Washington	W 122–88 (OT)	Ray Allen , Paul Pierce (22)	Kevin Garnett (12)	Paul Pierce (8)	Verizon Center 20,173	21–2
24	December 12	New Orleans	W 94–82 (OT)	Paul Pierce (28)	Kendrick Perkins (13)	Paul Pierce (6)	TD Banknorth Garden 18,624	22–2
25	December 15	Utah	W 100–91 (OT)	Rajon Rondo (25)	Kendrick Perkins (14)	Rajon Rondo (8)	TD Banknorth Garden 18,624	23–2
26	December 17	@ Atlanta	W 88–85 (OT)	Kevin Garnett , Paul Pierce (18)	Kendrick Perkins (10)	Rajon Rondo (7)	Philips Arena 18,729	24–2
27	December 19	Chicago	W 126–108 (OT)	Ray Allen (27)	Kendrick Perkins (8)	Rajon Rondo (15)	TD Banknorth Garden 18,624	25–2
28	December 21	New York	W 124–105 (OT)	Rajon Rondo (26)	Kendrick Perkins (12)	Kevin Garnett (8)	TD Banknorth Garden 18,624	26–2
29	December 23	Philadelphia	W 110–91 (OT)	Kevin Garnett , Rajon Rondo (18)	Kendrick Perkins (11)	Paul Pierce (7)	TD Banknorth Garden 18,624	27–2
30	December 25	@ L.A. Lakers	L 83–92 (OT)	Kevin Garnett (22)	Paul Pierce (10)	Rajon Rondo (12)	Staples Center 18,997	27–3
31	December 26	@ Golden State	L 89–99 (OT)	Paul Pierce (21)	Rajon Rondo (10)	Rajon Rondo (9)	Oracle Arena 19,596	27–4
32	December 28	@ Sacramento	W 108–63 (OT)	Kevin Garnett (21)	Kendrick Perkins (12)	Rajon Rondo (6)	ARCO Arena 16,029	28–4
33	December 30	@ Portland	L 86–91 (OT)	Paul Pierce (28)	Kevin Garnett (8)	Rajon Rondo (7)	Rose Garden 20,651	28–5
