Place	Player	Country	Score	To par
T1	Carl Pettersson	Sweden	67	–4
T1	David Toms	United States	67	–4
T1	Duffy Waldorf	United States	67	–4
T4	Stephen Ames	Trinidad and Tobago	68	–3
T4	Thomas Bjørn	Denmark	68	–3
T4	Søren Hansen	Denmark	68	–3
T4	Steve Jones	United States	68	–3
T4	Sandy Lyle	Scotland	68	–3
T4	Shigeki Maruyama	Japan	68	–3
T4	Len Mattiace	United States	68	–3
T4	Phil Mickelson	United States	68	–3
T4	Nick Price	Zimbabwe	68	–3
T4	Jean-François Remésy	France	68	–3
T4	Justin Rose	England	68	–3
T4	Des Smyth	Ireland	68	–3
