Week	Date	Opponent	Result	Attendance
1	September 3, 1978	at Cleveland Browns	L 24-7	68,973
2	September 10, 1978	Chicago Bears	L 16-13	49,502
3	September 17, 1978	at Houston Oilers	L 20-19	46,161
4	September 24, 1978	at New York Giants	L 27-10	71,536
5	October 1, 1978	Cincinnati Bengals	W 28-12	41,107
6	October 8, 1978	at Los Angeles Rams	L 27-10	59,337
7	October 15, 1978	New Orleans Saints	L 14-7	37,671
8	October 22, 1978	Atlanta Falcons	L 20-17	44,235
9	October 29, 1978	at Washington Redskins	L 38-20	53,706
10	November 5, 1978	at Atlanta Falcons	L 21-10	55,468
11	November 12, 1978	St. Louis Cardinals	L 16-10	33,155
12	November 19, 1978	Los Angeles Rams	L 31-28	45,022
13	November 27, 1978	Pittsburgh Steelers	L 24-7	51,657
14	December 3, 1978	at New Orleans Saints	L 24-13	50,068
15	December 10, 1978	Tampa Bay Buccaneers	W 6-3	30,931
16	December 17, 1978	at Detroit Lions	L 33-14	56,674
