Week	Date	Opponent	Result	Attendance
1	September 18, 1977	at New York Giants	L 20-17	76,086
2	September 25, 1977	Atlanta Falcons	W 10-6	55,031
3	October 2, 1977	St. Louis Cardinals	W 24-14	55,031
4	October 9, 1977	at Tampa Bay Buccaneers	W 10-0	58,571
5	October 16, 1977	at Dallas Cowboys	L 34-16	62,115
6	October 23, 1977	New York Giants	L 17-6	53,903
7	October 30, 1977	Philadelphia Eagles	W 23-17	55,031
8	November 7, 1977	at Baltimore Colts	L 10-3	57,740
9	November 13, 1977	at Philadelphia Eagles	W 17-14	60,702
10	November 21, 1977	Green Bay Packers	W 10-9	51,498
11	November 27, 1977	Dallas Cowboys	L 14-7	55,031
12	December 4, 1977	at Buffalo Bills	W 10-0	22,975
13	December 10, 1977	at St. Louis Cardinals	W 26-20	36,067
14	December 17, 1977	Los Angeles Rams	W 17-14	54,208
