Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
1	November 2	Nuggets	91–99	McCants (23)	Jefferson (13)	Telfair (5)	Target Center 19,443	0–1
2	November 4	@ Knicks	93–97	Gomes (19)	Jefferson (12)	Telfair (7)	Madison Square Garden 19,763	0–2
3	November 6	Magic	103–111	Jefferson (25)	Jefferson (10)	Jaric (10)	Target Center 12,003	0–3
4	November 9	@ Lakers	93–107	Jefferson (24)	Jefferson (15)	Jaric (6)	Staples Center 18,997	0–4
5	November 10	@ Kings	93–100	Jefferson (17)	Jefferson (12)	Buckner (5)	ARCO Arena 13,170	0–5
6	November 14	Kings	108–103	McCants (33)	Jaric (8)	Telfair (8)	Target Center 11,656	1–5
7	November 16	Wizards	89–105	McCants (19)	Jefferson (10)	Jaric (4)	Target Center 11,783	1–6
8	November 17	Hornets	82–100	Jefferson (20)	Jefferson (10)	Three-way tie (3)	Target Center 15,324	1–7
9	November 21	Cavaliers	86–97	Jefferson (30)	Jefferson (8)	Two-way tie (4)	Target Center 15,224	1–8
10	November 23	@ Nuggets	93–99	Walker (24)	Jefferson (14)	Jaric (6)	Pepsi Center 17,097	1–9
11	November 24	Hawks	87–94	Jefferson (23)	Jefferson (16)	Jaric (6)	Target Center 14,101	1–10
12	November 26	@ Hornets	103–94	Jaric (21)	Buckner (9)	Telfair (8)	New Orleans Arena 8,393	2–10
13	November 28	@ Mavericks	103–109	Jefferson (31)	Jefferson (14)	Jaric (7)	American Airlines Center 20,054	2–11
14	November 30	Spurs	91–106	Jefferson (23)	Jefferson (11)	Two-way tie (4)	Target Center 16,297	2–12
