Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
20	December 3	Orlando	L 91–104 (OT)	Tayshaun Prince (30)	Ben Gordon (9)	Rodney Stuckey (7)	The Palace of Auburn Hills 18,433	6–14
21	December 5	Cleveland	W 102–92 (OT)	Richard Hamilton (27)	Ben Wallace (9)	Rodney Stuckey (11)	The Palace of Auburn Hills 13,081	7–14
22	December 7	@ Houston	L 83–97 (OT)	Rodney Stuckey (18)	Tayshaun Prince , Ben Wallace (8)	Rodney Stuckey (5)	Toyota Center 14,798	7–15
23	December 8	@ New Orleans	L 74–93 (OT)	Ben Gordon (19)	Ben Wallace (7)	Tracy McGrady (3)	New Orleans Arena 10,823	7–16
24	December 10	@ Minnesota	L 99–109 (OT)	Richard Hamilton (26)	Greg Monroe (15)	Rodney Stuckey (6)	Target Center 13,988	7–17
25	December 11	Toronto	L 116–120 (OT)	Rodney Stuckey , Ben Wallace (23)	Ben Wallace (14)	Rodney Stuckey (12)	The Palace of Auburn Hills 13,343	7–18
26	December 14	Atlanta	W 103–80 (OT)	Richard Hamilton (24)	Charlie Villanueva (11)	Rodney Stuckey (10)	The Palace of Auburn Hills 12,526	8–18
27	December 17	L.A. Clippers	L 88–109 (OT)	Charlie Villanueva (18)	Charlie Villanueva (9)	Tracy McGrady (5)	The Palace of Auburn Hills 16,046	8–19
28	December 19	New Orleans	W 111–108 (OT)	Tayshaun Prince (28)	Tayshaun Prince (12)	Will Bynum (9)	The Palace of Auburn Hills 16,452	9–19
29	December 22	@ Toronto	W 115–93 (OT)	Richard Hamilton (35)	Tracy McGrady (7)	Tracy McGrady (7)	Air Canada Centre 15,303	10–19
30	December 26	Chicago	L 92–95 (OT)	Tayshaun Prince (17)	Charlie Villanueva (10)	Tayshaun Prince (6)	The Palace of Auburn Hills 20,765	10–20
31	December 27	@ Charlotte	L 100–105 (OT)	Charlie Villanueva (25)	Chris Wilcox (8)	Will Bynum (7)	Time Warner Cable Arena 14,418	10–21
32	December 29	Boston	W 104–92 (OT)	Tracy McGrady (21)	Chris Wilcox (8)	Tracy McGrady (8)	The Palace of Auburn Hills 22,076	11–21
