Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 3	@ Philadelphia	W 88–79	J. Smtih (22)	A. Horford (13)	J. Johnson (7)	Wachovia Center 11,465	7–9
17	December 4	Detroit	L 95–106	J. Childress (18)	A. Horford (10)	A. Johnson , S. Stoudamire (3)	Philips Arena 12,754	7–10
18	December 6	Minnesota	W 90–89	J. Smith (28)	A. Horford (15)	A. Johnson (6)	Philips Arena 12,232	8–10
19	December 8	Memphis	W 86–78	J. Smith (25)	A. Horford (14)	A. Johnson (8)	Philips Arena 15,658	9–10
20	December 10	@ Orlando	W 98–87	J. Smith (25)	J. Smith (15)	J. Smith , A. Johnson (5)	Amway Arena 16,821	10–10
21	December 11	Toronto	L 88–100	J. Johnson , M. Williams (23)	A. Horford (10)	A. Law (6)	Philips Arena 13,173	10–11
22	December 14	@ Detroit	L 81–91	J. Johnson (23)	L. Wright (12)	A. Johnson , J. Smith (3)	The Palace of Auburn Hills 22,076	10–12
23	December 15	Charlotte	W 93–84	J. Johnson (31)	J. Smith (10)	A. Johnson (7)	Philips Arena 14,040	11–12
24	December 17	Utah	W 116–111	J. Johnson (26)	J. Smith (12)	A. Johnson (14)	Philips Arena 15,263	12–12
25	December 19	Miami	W 114–111(OT)	M.Williams (26)	M.Williams (9)	A.Johnson , J.Johnson (9)	Philips Arena 17,069	13–12
26	December 21	@ Washington	W 97–92	J. Johnson (32)	J. Smith (14)	J. Johnson , A. Johnson (8)	Verizon Center 16,472	14–12
27	December 26	Indiana	W 107–95	J. Johnson (26)	S. Williams (10)	J. Johnson (11)	Philips Arena 16,070	15–12
