Place	Player	Country	Score	To par
1	Bruce Devlin	Australia	70-69=139	–5
2	Larry Rinker	United States	74-67=141	–3
3	Scott Simpson	United States	73-69=142	–2
T5	Lyn Lott	United States	72-71=143	–1
T5	Andy North	United States	72-71=143	–1
T5	Calvin Peete	United States	71-72=143	–1
T5	Bill Rogers	United States	70-73=143	–1
T9	George Burns	United States	72-72=144	E
T9	Bobby Clampett	United States	71-73=144	E
T9	Tom Kite	United States	73-71=144	E
T9	Jack Nicklaus	United States	74-70=144	E
T9	Tom Watson	United States	72-72=144	E
