Year	Amiga demo	PC demo	C64 demo	Amiga intro	PC intro
1991	Odyssey (Alcatraz)	N/A	Brutality (Light)	N/A	N/A
1992	State of the Art ( Spaceballs )	Facts of Life (Witan)	Coma Light 8 (Oxyron)	Tetris ( Melon Dezign )	N/A
1993	Origin (Complex)	Untitled (Dust)	Tower Power (Camelot)	Chaosland ( Virtual Dreams )	CyboMan (Gazebo)
1994	Nexus 7 (Andromeda)	Project Angel (Impact Studios)	Access Denied (Reflex)	4k0 (Polka Brothers)	Cyboman 2 (Complex)
1995	Closer (CNCD)	Caero (Plant & EMF)	Mathematica (Reflex)	Creep (Artwork & Polka Brothers)	Lasse Reinbong (Cubic Team & $een)
1996	Shaft 7 (Bomb)	Alto Knallo (Free Electric Band)	Nine (Reflex)	Phongfree (Oxyron)	Deesbab (Orange)
1997	My Kingdom (Haujobb & Scoopex)	Tribes ( Pulse & Melon Dezign)	Second Reality (Smash Designs)	Superautodrome ( Scoopex )	Stash ( The Black Lotus )
1998	Alien 2 (Scoopex)	MOAI (NOMAD)	Triage III (Smash Designs)	1000% (Scoopex)	Alien Sex Clone ( fudGe )
1999	Concrete (Ephidrena)	Non-3D:Melrose Space ( Threestate )	Y2K (Duck & Cover) (No Name)	Nonstop ( Dual Crew - Shining )	Fukwit Daddy (Haujobb)
1999	Concrete (Ephidrena)	3D:Kasparov (Elitegroup)	Y2K (Duck & Cover) (No Name)	Nonstop ( Dual Crew - Shining )	Fukwit Daddy (Haujobb)
2000	Megademo 2000 (Haujobb)	Love Creation MAX (INF)	Starburst 96 (Padua)	qrid (Nature)	FR-08: The Product ( Farbrausch )
Year	Combined demo	Combined demo	C64 demo	Combined 64K intro	Combined 64K intro
2001	Elements (Haujobb)	Elements (Haujobb)	Decade 100 % (Smash Designs)	FR-014: Garbage Collection (Farbrausch)	FR-014: Garbage Collection (Farbrausch)
