Date	Opponent	Score	Loss	Attendance	Record
August 1	Tigers	2 - 1	Henneman (2-2)	50,522	61-45
August 2	@ Yankees	4 - 0	Abbott (8-9)	43,304	62-45
August 3	@ Yankees	8 - 6	Muñoz (2-2)	48,031	63-45
August 4	@ Yankees	6 - 2	Stewart (6-6)	48,250	63-46
August 5	@ Yankees	5 - 4	Leiter (6-6)	52,493	63-47
August 6	Brewers	11 - 10 (11)	Henry (2-4)	50,517	64-47
August 7	Brewers	7 - 1	Stottlemyre (6-8)	50,506	64-48
August 8	Brewers	5 - 2	Hentgen (13-6)	50,510	64-49
August 10	Twins	6 - 3	Erickson (6-14)	50,530	65-49
August 11	Twins	4 - 2	Deshaies (11-10)	50,525	66-49
August 12	Twins	9 - 2	Morris (6-11)	50,527	66-50
August 13	@ Red Sox	5 - 3	Stottlemyre (6-9)	34,276	66-51
August 14	@ Red Sox	5 - 2	Dopson (7-8)	33,924	67-51
August 15	@ Red Sox	9 - 1	Clemens (9-10)	33,380	68-51
August 16	@ Indians	4 - 1	Ojeda (0-1)	25,546	69-51
August 17	@ Indians	6 - 4	Kramer (5-3)	40,253	70-51
August 18	@ Indians	7 - 6 (11)	Lilliquist (2-2)	24,003	71-51
August 20	Mariners	4 - 1	Hentgen (14-7)	50,527	71-52
August 21	Mariners	5 - 2	Stewart (8-7)	50,519	71-53
August 22	Mariners	12 - 7	Ontiveros (0-1)	50,511	72-53
August 23	Indians	9 - 8	Eichhorn (2-1)	50,518	72-54
August 24	Indians	8 - 6	Tavárez (2-2)	50,511	73-54
August 25	Indians	10 - 7	Mesa (9-10)	50,525	74-54
August 26	@ Mariners	6 - 3	Stewart (8-8)	28,463	74-55
August 27	@ Mariners	7 - 6	Williams (3-1)	31,771	74-56
August 28	@ Mariners	2 - 1	Cox (6-6)	56,076	74-57
August 29	@ Mariners	6 - 2	Hanson (10-11)	34,593	75-57
August 30	@ Athletics	4 - 2	Darling (5-7)	24,371	76-57
August 31	@ Athletics	3 - 2 (10)	Eckersley (2-2)	21,334	77-57
