Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 2	@ Washington	W 97–86 (OT)	Tim Duncan (23)	Tim Duncan (7)	Tony Parker (7)	Verizon Center 19,025	20-11
32	January 3	@ Toronto	L 86–91 (OT)	Tony Parker (23)	Tim Duncan (12)	Tony Parker (6)	Air Canada Centre 18,323	20-12
33	January 6	Detroit	W 112–92 (OT)	Tony Parker (23)	DeJuan Blair (8)	Tony Parker (6)	AT&T Center 17,337	21-12
34	January 8	Dallas	L 103–112 (OT)	Tim Duncan (31)	Tim Duncan (12)	Manu Ginobili (7)	AT&T Center 18,581	21-13
35	January 10	New Jersey	W 97–85 (OT)	Emanuel Ginobili (21)	Tim Duncan (17)	Tony Parker (5)	AT&T Center 18,047	22-13
36	January 12	Los Angeles Lakers	W 105–85 (OT)	Tim Duncan (25)	Tim Duncan (13)	Tony Parker , Emanuel Ginobili (6)	AT&T Center 18,581	23-13
37	January 13	@ Oklahoma City	W 109–108 (OT) ( OT )	Tony Parker , DeJuan Blair (28)	DeJuan Blair (21)	Tony Parker (8)	Ford Center 17,886	24-13
39	January 16	@ Memphis	L 86–92 (OT)	Tim Duncan (23)	DeJuan Blair , Tim Duncan (8)	Manu Ginobili (7)	FedExForum 14,116	24-15
40	January 18	@ New Orleans	W 97–90 (OT)	Tony Parker (25)	Tim Duncan (14)	Manu Ginobili (6)	New Orleans Arena 16,549	25-15
41	January 20	Utah	L 98–105 (OT)	Manu Ginobili (22)	DeJuan Blair (11)	Manu Ginobili (8)	AT&T Center 17,584	25-16
42	January 22	Houston	L 109–116 (OT)	Tim Duncan (25)	Tim Duncan (14)	Tony Parker (10)	AT&T Center 18,581	25-17
43	January 25	Chicago	L 93–98 (OT)	Tony Parker (20)	DeJuan Blair (11)	Tony Parker (8)	AT&T Center 18,581	25-18
44	January 27	Atlanta	W 105–90 (OT)	Tim Duncan (21)	Tim Duncan (27)	Tony Parker (8)	AT&T Center 18,258	26-18
45	January 29	Memphis	W 104–97 (OT)	Tim Duncan (19)	DeJuan Blair (10)	Tim Duncan , Manu Ginobili (7)	AT&T Center 18,088	27-18
