Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 2	@ Detroit	W 109–86 (OT)	Kevin Garnett (22)	Kevin Garnett (6)	Rajon Rondo (17)	The Palace of Auburn Hills 15,313	3–1
5	November 3	Milwaukee	W 105–102 (OT)	Paul Pierce (28)	Rajon Rondo , Kevin Garnett (8)	Rajon Rondo (15)	TD Garden 18,624	4–1
6	November 5	Chicago	W 110–105 (OT)	Ray Allen (25)	Kevin Garnett (10)	Rajon Rondo (11)	TD Garden 18,624	5–1
7	November 7	@ Oklahoma City	W 92–83 (OT)	Ray Allen (19)	Jermaine O'Neal (9)	Rajon Rondo (10)	Oklahoma City Arena 18,203	6–1
8	November 8	@ Dallas	L 87–89 (OT)	Paul Pierce (24)	Kevin Garnett (15)	Rajon Rondo (15)	American Airlines Center 20,194	6–2
9	November 11	@ Miami	W 112–107 (OT)	Ray Allen (35)	Kevin Garnett (13)	Rajon Rondo (16)	American Airlines Arena 19,650	7–2
10	November 13	@ Memphis	W 116–110 (OT)	Paul Pierce (28)	Kevin Garnett (9)	Rajon Rondo (17)	FedExForum 18,119	8–2
11	November 17	Washington	W 114–83 (OT)	Paul Pierce (23)	Glen Davis (8)	Rajon Rondo (13)	TD Garden 18,624	9–2
12	November 19	Oklahoma City	L 84–89 (OT)	Kevin Garnett (16)	Shaquille O'Neal , Paul Pierce (6)	Rajon Rondo (7)	TD Garden 18,624	9–3
13	November 21	@ Toronto	L 101–102 (OT)	Nate Robinson (22)	Kevin Garnett , Ray Allen (8)	Paul Pierce (5)	Air Canada Centre 17,707	9–4
14	November 22	@ Atlanta	W 99–76 (OT)	Kevin Garnett (17)	Kevin Garnett , Shaquille O'Neal (11)	Nate Robinson (10)	Philips Arena 14,476	10–4
15	November 24	New Jersey	W 89–83 (OT)	Shaquille O'Neal (25)	Shaquille O'Neal (11)	Ray Allen (7)	TD Garden 18,624	11–4
16	November 26	Toronto	W 110–101 (OT)	Kevin Garnett (26)	Kevin Garnett (11)	Rajon Rondo (14)	TD Garden 18,624	12–4
