No. in series	No. in season	Title	Directed by	Written by	Original air date	Production code
145	1	"The City Kids"	Richard L. Bare	Jay Sommers and Dick Chevillat	September15,1970	146
146	2	"The Coming-Out Party"	Richard L. Bare	Jay Sommers and Dick Chevillat	September22,1970	147
147	3	"Jealousy"	Richard L. Bare	Jay Sommers and Dick Chevillat	September29,1970	145
148	4	"A Royal Love Story"	Richard L. Bare	Jay Sommers and Dick Chevillat	October6,1970	149
149	5	"Oliver Goes Broke"	Richard L. Bare	Jay Sommers and Dick Chevillat	October20,1970	150
150	6	"The Great Mayoralty Campaign"	Richard L. Bare	Jay Sommers and Dick Chevillat	October27,1970	156
151	7	"Eb's Double Trouble"	Richard L. Bare	Jay Sommers and Dick Chevillat	November10,1970	148
152	8	"Apple-Picking Time"	Richard L. Bare	Jay Sommers and Dick Chevillat	November17,1970	151
153	9	"Enterprising Eb"	Richard L. Bare	Jay Sommers and Dick Chevillat	November24,1970	152
154	10	"Oliver's Double"	Richard L. Bare	Dan Beaumont	December1,1970	153
155	11	"The High Cost of Loving"	Richard L. Bare	Jay Sommers and Dick Chevillat	December8,1970	154
156	12	"The Liberation Movement"	Richard L. Bare	Dick Chevillat and Dan Beaumont	December15,1970	155
157	13	"Charlie, Homer and Natasha"	Richard L. Bare	Jay Sommers and Dick Chevillat	December22,1970	157
158	14	"The Engagement Ring"	Richard L. Bare	Dick Chevillat and Dan Beaumont	December29,1970	158
159	15	"The Free Paint Job"	Richard L. Bare	Jay Sommers and Dick Chevillat	January5,1971	159
160	16	"Son of Drobny"	Richard L. Bare	Dan Beaumont	January12,1971	160
161	17	"The Wedding Deal"	Richard L. Bare	Dick Chevillat and Dan Beaumont	January19,1971	164
162	18	"Star Witness"	Richard L. Bare	Dick Chevillat and Dan Beaumont	January26,1971	163
163	19	"The Spot Remover"	Richard L. Bare	Dan Beaumont	February2,1971	166
164	20	"King Oliver I"	Richard L. Bare	Jay Sommers and Dick Chevillat	February9,1971	170
165	21	"A Girl for Drobny"	Richard L. Bare	Dick Chevillat and Dan Beaumont	February16,1971	167
166	22	"The Carpenter's Ball"	Richard L. Bare	Dick Chevillat and Dan Beaumont	February23,1971	162
167	23	"The Hole in the Porch"	Richard L. Bare	Dick Chevillat and Dan Beaumont	March2,1971	168
168	24	"Lisa the Psychologist"	Richard L. Bare	Dick Chevillat and Dan Beaumont	March9,1971	161
169	25	"Hawaiian Honeymoon"	Vincent Sherman	Jay Sommers	March16,1971	165
