Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
20	December 3	Chicago	W 97–90 (OT)	Charlie Villanueva (23)	Dan Gadzuric (14)	Luke Ridnour (10)	Bradley Center 13,684	8–12
21	December 5	Charlotte	W 101–96 (OT)	Michael Redd (25)	Andrew Bogut (10)	Luke Ridnour (6)	Bradley Center 14,875	9–12
22	December 7	@ L.A. Lakers	L 92–105 (OT)	Joe Alexander (15)	Andrew Bogut (9)	Ramon Sessions (6)	Staples Center 18,997	9–13
23	December 9	@ Phoenix	L 110–125 (OT)	Charlie Villanueva (24)	Andrew Bogut (11)	Luke Ridnour (10)	US Airways Center 18,422	9–14
24	December 10	@ Golden State	L 96–119 (OT)	Michael Redd (27)	Charlie Villanueva (11)	Luke Ridnour (5)	Oracle Arena 18,375	9–15
25	December 13	Indiana	W 121–103 (OT)	Michael Redd (27)	Andrew Bogut (20)	Luke Ridnour (6)	Bradley Center 14,921	10–15
26	December 15	@ Miami	W 98–83 (OT)	Michael Redd (21)	Andrew Bogut (11)	Michael Redd , Charlie Villanueva (5)	American Airlines Arena 15,029	11–15
28	December 19	@ New York	W 105–81 (OT)	Michael Redd (21)	Andrew Bogut (13)	Luke Ridnour (7)	Madison Square Garden 19,009	12–16
29	December 20	L.A. Clippers	W 119–85 (OT)	Richard Jefferson (22)	Richard Jefferson , Luc Mbah a Moute (9)	Luke Ridnour (7)	Bradley Center 15,014	13–16
30	December 23	Utah	W 94–86 (OT)	Michael Redd (27)	Andrew Bogut (11)	Luke Ridnour (11)	Bradley Center 14,888	14–16
31	December 27	Detroit	L 76–87 (OT)	Andrew Bogut (17)	Andrew Bogut (10)	Luke Ridnour (5)	Bradley Center 17,086	14–17
32	December 30	@ San Antonio	W 100–98 (OT)	Michael Redd (25)	Andrew Bogut (14)	Luke Ridnour (6)	AT&T Center 18,797	15–17
