Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
18	December 1	@ Charlotte	W 108–90 (OT)	Ray Allen (27)	Kendrick Perkins (12)	Rajon Rondo (9)	Time Warner Cable Arena 15,129	14–4
19	December 3	@ San Antonio	W 90–83 (OT)	Kevin Garnett (20)	Kevin Garnett, Kendrick Perkins (7)	Rajon Rondo (12)	AT&T Center 18,581	15–4
20	December 4	@ Oklahoma City	W 105–87 (OT)	Kevin Garnett (23)	Kevin Garnett, Kendrick Perkins (8)	Rajon Rondo (6)	Ford Center 18,203	16–4
21	December 8	Milwaukee	W 98–89 (OT)	Kevin Garnett (25)	Kevin Garnett, Rajon Rondo (9)	Rajon Rondo (13)	TD Garden 18,624	17–4
22	December 10	@ Washington	W 104–102 (OT)	Rajon Rondo (21)	Kendrick Perkins (11)	Rajon Rondo (11)	Verizon Center 20,173	18–4
23	December 12	@ Chicago	W 106–80 (OT)	Rajon Rondo (16)	Kevin Garnett (10)	Rajon Rondo (14)	United Center 21,257	19–4
24	December 14	@ Memphis	W 110–105 (OT)	Paul Pierce (19)	Kevin Garnett (8)	Rajon Rondo (9)	FedExForum 14,193	20–4
25	December 18	Philadelphia	L 97–98 (OT)	Kevin Garnett (21)	Kendrick Perkins (16)	Rajon Rondo (10)	TD Garden 18,624	20–5
26	December 20	Minnesota	W 122–104 (OT)	Paul Pierce (29)	Kendrick Perkins (11)	Rajon Rondo (15)	TD Garden 18624	21–5
27	December 22	Indiana	W 103–94 (OT)	Ray Allen (23)	Rasheed Wallace (13)	Rajon Rondo (9)	TD Garden 18,624	22–5
28	December 25	@ Orlando	W 86–77 (OT)	Ray Allen (18)	Rajon Rondo (13)	Rajon Rondo (8)	Amway Arena 17,461	23–5
29	December 27	@ L.A. Clippers	L 90–92 (OT)	Rajon Rondo (20)	Tony Allen (10)	Rajon Rondo (6)	Staples Center 19,060	23–6
30	December 28	@ Golden State	L 99–103 (OT)	Rajon Rondo (30)	Kendrick Perkins (14)	Rajon Rondo (15)	Oracle Arena 19,259	23–7
