Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
4	November 3	@ Houston	W 107–99 (OT)	Chris Paul (25)	Emeka Okafor , David West , Jason Smith (9)	Chris Paul (8)	Toyota Center 13,484	4–0
5	November 5	Miami	W 96–93 (OT)	Emeka Okafor (26)	Emeka Okafor (13)	Chris Paul (19)	New Orleans Arena 17,988	5–0
6	November 6	@ Milwaukee	W 87–81 (OT)	David West (25)	Chris Paul (9)	Chris Paul (6)	Bradley Center 16,731	6–0
7	November 9	L.A. Clippers	W 101–82 (OT)	Willie Green (19)	Emeka Okafor (7)	Jerryd Bayless (9)	New Orleans Arena 12,479	7–0
8	November 13	Portland	W 107–87 (OT)	Marco Belinelli , David West (18)	Emeka Okafor (12)	Chris Paul (13)	New Orleans Arena 14,706	8–0
9	November 15	@ Dallas	L 95–98 (OT)	Chris Paul (22)	Emeka Okafor (14)	Chris Paul (9)	American Airlines Center 19,712	8–1
10	November 17	Dallas	W 99–97 (OT)	Chris Paul (20)	Emeka Okafor (10)	Chris Paul (11)	New Orleans Arena 13,828	9–1
11	November 19	Cleveland	W 108–101 (OT)	David West (34)	David West (11)	Chris Paul (10)	New Orleans Arena 14,755	10–1
12	November 21	@ Sacramento	W 75–71 (OT)	David West (17)	Emeka Okafor (12)	Chris Paul (14)	ARCO Arena 12,003	11–1
13	November 22	@ L.A. Clippers	L 95–99 (OT)	David West (30)	Emeka Okafor (12)	Chris Paul (6)	Staples Center 17,787	11–2
14	November 24	@ Utah	L 87–105 (OT)	Chris Paul (17)	Emeka Okafor (10)	Chris Paul (9)	EnergySolutions Arena 19,237	11–3
15	November 26	@ Portland	W 97–78 (OT)	Willie Green (19)	Emeka Okafor (9)	Chris Paul (13)	Rose Garden 20,452	12–3
16	November 28	San Antonio	L 95–109 (OT)	David West (23)	Emeka Okafor , David West (7)	Chris Paul (7)	New Orleans Arena 12,449	12–4
