Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Club	Played	Drawn	Lost	Points for	Points against	Tries for	Tries against	Try bonus	Losing bonus	Points
Senghenydd RFC	22	0	1	748	237	106	28	17	1	102
Nelson RFC	22	0	4	674	376	93	45	12	1	85
Cwmbran RFC	22	1	8	582	361	88	45	13	5	72
Blaenavon RFC	22	1	8	426	462	51	57	7	1	62
Chepstow RFC	22	1	10	382	527	53	73	7	2	55
Abercarn RFC	22	2	10	452	419	49	55	6	4	54
New Tredegar RFC	22	0	13	525	534	71	69	9	6	51
Machen RFC	22	1	13	402	551	47	75	4	5	43
Oakdale RFC	22	2	13	409	567	48	68	5	4	41
Nantyglo RFC	22	1	15	420	551	49	70	5	7	38
Talywain RFC	22	1	14	353	426	39	52	2	5	37
Crumlin RFC	22	0	18	317	679	40	97	2	5	23
Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012	Correct as of 29 May 2012
