Conference	Regular Season Winner	Conference Player of the Year	Conference Tournament	Tournament Venue (City)	Tournament Winner
Atlantic 10 Conference	Xavier	Tu Holloway , Xavier	2011 Atlantic 10 Men's Basketball Tournament	Boardwalk Hall ( Atlantic City, New Jersey )	Richmond
Atlantic Coast Conference	North Carolina	Nolan Smith , Duke	2011 ACC Men's Basketball Tournament	Greensboro Coliseum ( Greensboro, North Carolina )	Duke
Atlantic Sun Conference	Belmont	Mike Smith , East Tennessee State	2011 Atlantic Sun Men's Basketball Tournament	University Center ( Macon, Georgia )	Belmont
Big 12 Conference	Kansas	Marcus Morris , Kansas	2011 Big 12 Men's Basketball Tournament	Sprint Center ( Kansas City, Missouri )	Kansas
Big East Conference	Pittsburgh	Ben Hansbrough , Notre Dame	2011 Big East Men's Basketball Tournament	Madison Square Garden ( New York City, New York )	Connecticut
Colonial Athletic Association	George Mason	Charles Jenkins , Hofstra	2011 CAA Men's Basketball Tournament	Richmond Coliseum ( Richmond, Virginia )	Old Dominion
Conference USA	UAB	Aaron Johnson , UAB	2011 Conference USA Men's Basketball Tournament	Don Haskins Center ( El Paso, Texas )	Memphis
Independent	New Orleans	Antwan Carter , Longwood	No Tournament	No Tournament	No Tournament
Metro Atlantic Athletic Conference	Fairfield	Ryan Rossiter , Siena	2011 MAAC Men's Basketball Tournament	Webster Bank Arena ( Bridgeport, Connecticut )	Saint Peter's
Mid-American Conference	Kent State (East) Western Michigan (West)	Justin Greene , Kent State	2011 MAC Men's Basketball Tournament	Quicken Loans Arena ( Cleveland, Ohio )	Akron
Patriot League	Bucknell	Mike Muscala , Bucknell	2011 Patriot League Men's Basketball Tournament	Campus Sites	Bucknell
Southeastern Conference	Florida (East) Alabama (West)	Chandler Parsons , Florida	2011 SEC Men's Basketball Tournament	Georgia Dome ( Atlanta, Georgia )	Kentucky
Southwestern Athletic Conference	Texas Southern	Trevele Jones , Texas Southern	2011 SWAC Men's Basketball Tournament	Garland Special Events Center ( Garland, Texas )	Alabama State
The Summit League	Oakland	Keith Benson , Oakland	2011 The Summit League Men's Basketball Tournament	Sioux Falls Arena ( Sioux Falls, South Dakota )	Oakland
