Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
16	December 1	Orlando	L 78–107 (OT)	Joakim Noah (16)	Luol Deng , Taj Gibson (4)	Joakim Noah , Derrick Rose (4)	United Center 21,435	9–7
17	December 3	@ Boston	L 92–104 (OT)	Derrick Rose (20)	Joakim Noah (10)	Derrick Rose (8)	TD Garden 18,624	9–8
18	December 4	Houston	W 119–116 (OT)	Derrick Rose (30)	Joakim Noah (12)	Derrick Rose (11)	United Center 21,232	10–8
19	December 6	Oklahoma City	W 99–90 (OT)	Carlos Boozer (29)	Carlos Boozer , Joakim Noah (12)	Derrick Rose (9)	United Center 21,184	11–8
20	December 8	@ Cleveland	W 88–83 (OT)	Derrick Rose (29)	Joakim Noah (14)	Derrick Rose (8)	Quicken Loans Arena 20,562	12–8
21	December 10	L.A. Lakers	W 88–84 (OT)	Derrick Rose (29)	Carlos Boozer (11)	Derrick Rose (9)	United Center 22,760	13–8
22	December 11	Minnesota	W 113–82 (OT)	Derrick Rose (21)	Taj Gibson , Joakim Noah (10)	Derrick Rose (7)	United Center 21,102	14–8
23	December 13	Indiana	W 92–73 (OT)	Carlos Boozer (22)	Carlos Boozer (18)	Derrick Rose (12)	United Center 21,287	15–8
24	December 15	@ Toronto	W 110–93 (OT)	Carlos Boozer (34)	Carlos Boozer (12)	Derrick Rose (11)	Air Canada Centre 17,750	16–8
25	December 18	L.A. Clippers	L 99–100 (OT)	Derrick Rose (34)	Luol Deng (8)	Derrick Rose (8)	United Center 21,760	16–9
26	December 21	Philadelphia	W 121–76 (OT)	Luol Deng , Derrick Rose (22)	Carlos Boozer (11)	Derrick Rose (12)	United Center 21,521	17–9
27	December 22	@ Washington	W 87–80 (OT)	Carlos Boozer (30)	Carlos Boozer (10)	Carlos Boozer (7)	Verizon Center 18,011	18–9
28	December 25	@ New York	L 95–103 (OT)	Carlos Boozer (26)	Carlos Boozer (19)	Derrick Rose (8)	Madison Square Garden 19,763	18–10
29	December 26	@ Detroit	W 95–92 (OT)	Carlos Boozer (31)	Derrick Rose (12)	Derrick Rose (8)	The Palace of Auburn Hills 20,765	19–10
30	December 28	Milwaukee	W 90–77 (OT)	Carlos Boozer , Luol Deng (24)	Carlos Boozer (9)	Derrick Rose (12)	United Center 22,091	20–10
