Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
48	February 3	Washington	W 107–85 (OT)	Nate Robinson (23)	David Lee (10)	Nate Robinson (8)	Madison Square Garden 19,225	19–29
49	February 5	Milwaukee	L 107–114 (OT)	David Lee (32)	David Lee (15)	Nate Robinson (7)	Madison Square Garden 19,247	19–30
50	February 6	@ Cleveland	L 106–113 (OT)	Nate Robinson (26)	David Lee (8)	Chris Duhon (8)	Quicken Loans Arena 20,562	19–31
51	February 9	Sacramento	L 114–118 (OT)	Wilson Chandler (35)	David Lee , Jared Jeffries (10)	Chris Duhon (9)	Madison Square Garden 19,531	19–32
52	February 16	@ Chicago	L 85–118 (OT)	David Lee (24)	David Lee (12)	David Lee (4)	United Center 20,989	19–33
53	February 17	Chicago	L 109–115 (OT)	Al Harrington (27)	David Lee (12)	Chris Duhon (8)	Madison Square Garden 19,763	19–34
54	February 20	Oklahoma City	L 118–121 (OT)	David Lee (30)	David Lee (10)	David Lee , Sergio Rodríguez (6)	Madison Square Garden 19,763	19–35
55	February 22	Milwaukee	L 67–83 (OT)	Tracy McGrady (15)	David Lee (13)	Eddie House (3)	Madison Square Garden 19,763	19–36
56	February 23	@ Boston	L 106–110 (OT)	David Lee (28)	David Lee (15)	Tracy McGrady (8)	TD Garden 18,624	19–37
57	February 26	@ Washington	W 118–116 (OT)	Al Harrington (37)	David Lee (16)	Sergio Rodríguez (7)	Verizon Center 17,408	20–37
