Driver	Constructor	Laps	Time/Retired	Grid
Lewis Hamilton	McLaren - Mercedes	56	1:31:57.403	1
Felipe Massa	Ferrari	56	+14.925	3
Kimi Räikkönen	Ferrari	56	+16.445	2
Fernando Alonso	Renault	56	+18.370	4
Nick Heidfeld	BMW Sauber	56	+28.923	9
Robert Kubica	BMW Sauber	56	+33.219	11
Timo Glock	Toyota	56	+41.722	12
Nelson Piquet Jr.	Renault	56	+56.645	10
Sebastian Vettel	Toro Rosso - Ferrari	56	+1:04.339	6
David Coulthard	Red Bull - Renault	56	+1:14.842	15
Rubens Barrichello	Honda	56	+1:25.061	13
Kazuki Nakajima	Williams - Toyota	56	+1:30.847	17
Sébastien Bourdais	Toro Rosso - Ferrari	56	+1:31.457	8
Mark Webber	Red Bull - Renault	56	+1:32.422	16
Nico Rosberg	Williams - Toyota	55	+1 Lap	14
Jenson Button	Honda	55	+1 Lap	18
Giancarlo Fisichella	Force India - Ferrari	55	+1 Lap	20
Heikki Kovalainen	McLaren - Mercedes	49	Pneumatics	5
Adrian Sutil	Force India - Ferrari	13	Gearbox	19
Jarno Trulli	Toyota	2	Collision damage	7
Source:	Source:	Source:	Source:	Source:
