Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 2	Memphis	L 103–128 (OT)	Amar'e Stoudemire (29)	Louis Amundson (7)	Steve Nash (13)	US Airways Center 17,135	21–13
35	January 5	@ Sacramento	W 113–109 (OT)	Steve Nash (30)	Jason Richardson (9)	Steve Nash (12)	ARCO Arena 13,630	22–13
36	January 6	Houston	W 118–110 (OT)	Steve Nash (26)	Amar'e Stoudemire (11)	Steve Nash (12)	US Airways Center 15,811	23–13
37	January 8	Miami	L 105–109 (OT)	Amar'e Stoudemire , Grant Hill (18)	Amar'e Stoudemire (18)	Steve Nash (12)	US Airways Center 18,422	23–14
38	January 11	Milwaukee	W 105–101 (OT)	Steve Nash (30)	Amar'e Stoudemire (10)	Steve Nash (11)	US Airways Center 15,116	24–14
39	January 13	@ Indiana	L 114–122 (OT)	Amar'e Stoudemire (21)	Jason Richardson , Channing Frye (8)	Steve Nash (9)	Conseco Fieldhouse 10,858	24–15
40	January 15	@ Atlanta	L 101–102 (OT)	Amar'e Stoudemire (28)	Amar'e Stoudemire (14)	Steve Nash (11)	Philips Arena 17,605	24–16
41	January 16	@ Charlotte	L 99–125 (OT)	Amar'e Stoudemire (19)	Amar'e Stoudemire , Louis Amundson (7)	Steve Nash (5)	Time Warner Cable Arena 17,574	24–17
42	January 18	@ Memphis	L 118–125 (OT)	Steve Nash (22)	Amar'e Stoudemire (9)	Steve Nash (12)	FedExForum 18,119	24–18
45	January 23	Golden State	W 112–103 (OT)	Steve Nash (23)	Robin Lopez , Louis Amundson (9)	Steve Nash (6)	US Airways Center 17,792	26–19
46	January 25	@ Utah	L 115–124 (OT)	Goran Dragić (32)	Jason Richardson (6)	Steve Nash (15)	EnergySolutions Arena 19,911	26–20
47	January 26	Charlotte	L 109–114 (OT)	Steve Nash (23)	Jared Dudley (10)	Steve Nash (9)	US Airways Center 15,722	26–21
48	January 28	Dallas	W 112–106 (OT)	Amar'e Stoudemire (22)	Jared Dudley , Robin Lopez , Channing Frye (6)	Steve Nash (11)	US Airways Center 17,855	27–21
