Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
15	December 1	@ Grizzlies	80–109	McCants (18)	Walker (9)	Telfair (6)	FedExForum 12,896	2–13
16	December 4	Lakers	95–116	Telfair (16)	Jefferson (12)	Three-way tie (3)	Target Center 17,513	2–14
17	December 6	@ Hawks	89–90	Smith (25)	Brewer (10)	Jaric (10)	Philips Arena 12,232	2–15
18	December 8	Suns	100–93	Jefferson (32)	Jefferson (20)	Telfair (6)	Target Center 19,356	3–15
19	December 11	@ Wizards	88–102	Smith (36)	Brewer (9)	Telfair (10)	Verizon Center 12,177	3–16
20	December 12	@ 76ers	94–98	Jefferson (22)	Jefferson (11)	Telfair (11)	Wachovia Center 10,971	3–17
21	December 14	Sonics	88–99	Jefferson (22)	Jefferson (16)	Two-way tie (6)	Target Center 16,523	3–18
22	December 15	@ Bucks	92–95	Smith (30)	Jefferson (15)	Telfair (8)	Bradley Center 15,512	3–19
23	December 17	@ Heat	87–91	Jefferson (22)	Jefferson (20)	Telfair (6)	AmericanAirlines Arena 19,600	3–20
24	December 19	Warriors	98–111	Jefferson (24)	Jefferson (14)	Telfair (8)	Target Center 13,001	3–21
25	December 21	Pacers	131–118	Jefferson (29)	Jefferson (13)	Telfair (11)	Target Center 15,379	4–21
26	December 22	@ Hornets	76–110	Gomes (20)	Jefferson (13)	Green (4)	New Orleans Arena 11,257	4–22
27	December 26	@ Warriors	101–105	Jefferson (20)	Jefferson (19)	Jaric (5)	Oracle Arena 19,596	4–23
28	December 28	@ Blazers	98–109	Jefferson (22)	Two-way tie (7)	Telfair (11)	Rose Garden 20,491	4–24
29	December 29	@ Sonics	90–109	Jefferson (17)	Two-way tie (8)	Telfair (6)	KeyArena 14,038	4–25
30	December 31	@ Clippers	82–91	Jefferson (22)	Two-way tie (15)	Telfair (7)	Staples Center 14,404	4–26
