Date	Opponent	Score	Loss	Attendance	Record
May 1	@ New York Yankees	2-5	Abbott (0-3)	20,477	8-17
May 3	@ Boston Red Sox	10-8	Wise (1-2)	12,422	9-17
May 4	@ Boston Red Sox	2-5	Thomas (1-3)	11,408	9-18
May 5	@ Boston Red Sox	2-5	Segui (0-4)	10,358	9-19
May 6	@ Baltimore Orioles	1-4	Abbott (0-4)	4,402	9-20
May 7	@ Baltimore Orioles	2-4	Jones (0-1)	16,212	9-21
May 8	@ Baltimore Orioles	4-6	Pole (0-1)	9,638	9-22
May 9	@ Toronto Blue Jays	4-10	Thomas (1-4)	11,680	9-23
May 10	@ Toronto Blue Jays	3-9	Montague (3-3)	13,017	9-24
May 11	New York Yankees	5-2	Holtzman (2-2)	23,978	10-24
May 12	New York Yankees	8-6	Hunter (1-2)	42,132	11-24
May 13	Boston Red Sox	5-7	Romo (0-2)	20,523	11-25
May 14	Boston Red Sox	4-8	Thomas (1-5)	52,485	11-26
May 15	Boston Red Sox	4-5	Jones (0-2)	47,353	11-27
May 16	Baltimore Orioles	8-3	Palmer (5-3)	10,388	12-27
May 17	Baltimore Orioles	10-2	May (4-4)	10,920	13-27
May 19	@ Oakland Athletics	3-0	Langford (3-3)	2,179	14-27
May 20	@ Oakland Athletics	5-14	Jones (0-3)	2,660	14-28
May 21	@ Oakland Athletics	7-6	Lacey (1-1)	3,230	15-28
May 22	@ Oakland Athletics	6-2	Blue (3-4)	3,138	16-28
May 24	@ Cleveland Indians	5-7	Romo (1-3)	5,576	16-29
May 25	@ Cleveland Indians	1-2	Laxton (2-2)	4,516	16-30
May 27	@ Detroit Tigers	2-1	Fidrych (0-1)	44,207	17-30
May 28	@ Detroit Tigers	3-1	Rozema (4-2)	15,820	18-30
May 29	@ Detroit Tigers	6-4	Foucault (3-2)	11,778	19-30
May 30	@ Texas Rangers	7-4	Blyleven (4-6)	DH	20-30
May 30	@ Texas Rangers	9-3	Perry (4-5)	17,844	21-30
