Res.	Record	Opponent	Method	Event	Round	Time	Location
Win	11-4-1	Bobby Sanchez	Decision (unanimous)	Respect in the Cage 10	3	5:00	Pomona, California , USA
Loss	10-4-1	Michael McDonald	TKO (punches)	Tachi Palace Fights 3	1	4:31	Lemoore, California , USA
Loss	10-3-1	Eddie Wineland	Decision (unanimous)	WEC 43	3	5:00	San Antonio, Texas, USA
Loss	10-2-1	Akitoshi Tamura	Decision (unanimous)	WEC 40	3	5:00	Chicago, Illinois, USA
Loss	10-1-1	Miguel Torres	TKO (punches and elbows)	WEC 37	2	3:02	Las Vegas, Nevada, USA
Win	10-0-1	Antonio Banuelos	Decision (split)	WEC 32	3	5:00	Albuquerque, New Mexico , USA
Win	9-0-1	Brandon Foxworth	TKO (punches)	WEC 27	2	3:17	Las Vegas, Nevada, USA
Win	8-0-1	Richard Montano	TKO (knee & punches)	KOTC: Destroyer	3	3:24	San Jacinto, California , USA
Win	7-0-1	Shad Smith	Decision (unanimous)	KOTC: Rapid Fire	3	5:00	San Jacinto, California, USA
Win	6-0-1	Ed Newalu	Decision (unanimous)	KOTC 63: Final Conflict	3	5:00	San Jacinto, California, USA
Win	5-0-1	Gregory Vivian	Submission (arm triangle choke)	KOTC 58: Prime Time	1	4:25	San Jacinto, California, USA
Win	4-0-1	Richard Goodman	TKO (punches)	KOTC: Mortal Sins	2	2:07	Primm, Nevada , USA
Win	3-0-1	Ed Newalu	Decision (unanimous)	KOTC 41: Relentless	3	5:00	San Jacinto, California, USA
Win	2-0-1	Michael Welty	KO (punch)	KOTC 36: Unfinished Business	1	0:07	San Jacinto, California, USA
Draw	1-0-1	Chad Washburn	Draw (split)	KOTC 33: After Shock]]	3	5:00	San Jacinto, California, USA
Win	1-0	Manuel Sawyze	Submission (rear naked choke)	KOTC 31: Aggressive	1	2:07	San Jacinto, California, USA
