Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
58	March 1	@ New Jersey	W 99–96 (OT)	David West (32)	Tyson Chandler (12)	Chris Paul (9)	Izod Center 15,509	36–22
59	March 2	@ Philadelphia	W 98–91 (OT)	David West (30)	James Posey (12)	Chris Paul (12)	Wachovia Center 14,299	37–22
60	March 5	Dallas	W 104–88 (OT)	Chris Paul (27)	Tyson Chandler (11)	Chris Paul (15)	New Orleans Arena 17,230	38–22
61	March 7	Oklahoma City	W 108–90 (OT)	Chris Paul (21)	David West (12)	Chris Paul (14)	New Orleans Arena 18,114	39–22
62	March 9	@ Atlanta	L 79–89 (OT)	Chris Paul (24)	David West (20)	Chris Paul (10)	Philips Arena 14,204	39–23
63	March 11	@ Washington	W 109–98 (OT)	Chris Paul (30)	Chris Paul , Tyson Chandler (10)	Chris Paul (13)	Verizon Center 15,255	40–23
64	March 13	@ Milwaukee	W 95–86 (OT)	Chris Paul (30)	Tyson Chandler (17)	Chris Paul (9)	Bradley Center 15,701	41–23
65	March 14	@ Chicago	L 79–97 (OT)	Chris Paul (29)	Tyson Chandler (9)	Chris Paul (6)	United Center 22,135	41–24
66	March 16	Houston	L 84–95 (OT)	Chris Paul (29)	David West (13)	Chris Paul (11)	New Orleans Arena 17,723	41–25
67	March 18	Minnesota	W 94–93 (OT)	Chris Paul (26)	David West , Hilton Armstrong (8)	Chris Paul (10)	New Orleans Arena 17,253	42–25
68	March 20	Memphis	W 96–84 (OT)	Chris Paul (32)	James Posey (8)	Chris Paul (9)	New Orleans Arena 17,837	43–25
69	March 22	Golden State	W 99–89 (OT)	Chris Paul (27)	Hilton Armstrong (11)	Chris Paul (8)	New Orleans Arena 16,351	44–25
70	March 25	Denver	L 88–101 (OT)	Chris Paul (19)	David West (8)	Chris Paul (13)	New Orleans Arena 17,274	44–26
71	March 27	@ New York	L 93–103 (OT)	David West (29)	Julian Wright (14)	Chris Paul (10)	Madison Square Garden 19,763	44–27
72	March 29	San Antonio	W 90–86 (OT)	Chris Paul (26)	David West (16)	Chris Paul (9)	New Orleans Arena 18,204	45–27
73	March 31	@ Sacramento	W 111–110 (OT)	David West (40)	David West (9)	Chris Paul (15)	ARCO Arena 17,317	46–27
