Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
60	March 2	Boston	L 100–105 (OT)	Jonas Jerebko (16)	Ben Wallace (12)	Richard Hamilton (7)	The Palace of Auburn Hills 17,956	21-39
61	March 3	@ New York	L 104–128 (OT)	Tayshaun Prince , Rodney Stuckey (16)	Jonas Jerebko (13)	Rodney Stuckey (6)	Madison Square Garden 19,341	21-40
62	March 5	@ Cleveland	L 92–99 (OT)	Tayshaun Prince (23)	Jonas Jerebko (12)	Rodney Stuckey (10)	Quicken Loans Arena 20,562	21-41
63	March 7	Houston	W 110–107 (OT)	Tayshaun Prince (29)	Jason Maxiell (16)	Will Bynum (11)	The Palace of Auburn Hills 18,422	22-41
64	March 10	Utah	L 104–115 (OT)	Charlie Villanueva (19)	Jason Maxiell (11)	Richard Hamilton (7)	The Palace of Auburn Hills 16,908	22-42
65	March 12	Washington	W 101–87 (OT)	Jonas Jerebko , Tayshaun Prince (18)	Jason Maxiell (10)	Will Bynum (20)	The Palace of Auburn Hills 20,273	23-42
66	March 13	@ Atlanta	L 99–112 (OT)	Jason Maxiell (19)	Jason Maxiell (12)	Will Bynum (7)	Philips Arena 18,214	23-43
67	March 15	@ Boston	L 93–119 (OT)	Will Bynum (16)	Jason Maxiell (10)	Will Bynum (6)	TD Garden 18,624	23-44
68	March 16	Cleveland	L 101–113 (OT)	Richard Hamilton (24)	Jason Maxiell (15)	Tayshaun Prince (8)	The Palace of Auburn Hills 22,076	23-45
69	March 19	@ Indiana	L 102–106 (OT)	Rodney Stuckey (25)	Ben Gordon , Ben Wallace (7)	Ben Gordon (6)	Conseco Fieldhouse 13,583	23-46
70	March 21	@ Cleveland	L 79–104 (OT)	Jason Maxiell (16)	Jason Maxiell (9)	Will Bynum , Ben Gordon (5)	Quicken Loans Arena 20,562	23-47
71	March 23	Indiana	L 83–98 (OT)	Tayshaun Prince (14)	Kwame Brown (15)	Tayshaun Prince (6)	The Palace of Auburn Hills 17,109	23-48
72	March 26	@ New Jersey	L 110–118 (OT)	Tayshaun Prince (27)	Jason Maxiell (11)	Tayshaun Prince , Rodney Stuckey (7)	Izod Center 13,469	23-49
73	March 28	Chicago	L 103–110 (OT)	Richard Hamilton (29)	Jason Maxiell (10)	Tayshaun Prince (6)	The Palace of Auburn Hills 22,076	23-50
