Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
15	December 2	@ New Jersey	W 108–88 (OT)	Caron Butler , Antawn Jamison (22)	Antawn Jamison (8)	Caron Butler (10)	Izod Center 15,062	3–12
16	December 3	Portland	L 92–98 (OT)	Antawn Jamison (22)	JaVale McGee (7)	Antawn Jamison (5)	Verizon Center 12,802	3–13
17	December 5	L.A. Lakers	L 104–106 (OT)	Caron Butler (26)	Andray Blatche , Antawn Jamison (12)	DeShawn Stevenson (6)	Verizon Center 20,173	3–14
18	December 6	@ Chicago	L 110–117 (OT)	Caron Butler (27)	Antawn Jamison (12)	Caron Butler (6)	United Center 21,741	3–15
19	December 9	Detroit	W 107–94 (OT)	Caron Butler (33)	Antawn Jamison (11)	Juan Dixon (7)	Verizon Center 14,707	4–15
20	December 11	Boston	L 88–122 (OT)	Caron Butler (19)	JaVale McGee (6)	Juan Dixon (7)	Verizon Center 20,173	4–16
21	December 13	@ Philadelphia	L 89–104 (OT)	Antawn Jamison (17)	Antawn Jamison (9)	Juan Dixon (5)	Wachovia Center 15,865	4–17
22	December 15	Indiana	L 98–118 (OT)	Antawn Jamison , Caron Butler (26)	Antawn Jamison (15)	Mike James (6)	Verizon Center 14,502	4–18
23	December 17	@ Detroit	L 74–88 (OT)	Mike James (16)	Antawn Jamison , Andray Blatche (11)	Andray Blatche , Caron Butler (4)	The Palace of Auburn Hills 22,076	4–19
24	December 19	Philadelphia	L 103–109 (OT)	Antawn Jamison (23)	Antawn Jamison (10)	Antawn Jamison (5)	Verizon Center 18,323	4–20
25	December 21	Dallas	L 86–97 (OT)	Antawn Jamison (22)	Mike James , Antawn Jamison (8)	Mike James (5)	Verizon Center 15,582	4–21
26	December 23	@ Charlotte	L 72–80 (OT)	Caron Butler (31)	Dominic McGuire (10)	Caron Butler (4)	Time Warner Cable Arena 13,776	4–22
27	December 25	@ Cleveland	L 89–93 (OT)	Antawn Jamison (28)	Dominic McGuire (11)	Caron Butler (10)	Quicken Loans Arena 20,562	4–23
28	December 27	Oklahoma City	W 104–95 (OT)	Antawn Jamison (29)	Andray Blatche (15)	Mike James (11)	Verizon Center 16,181	5–23
29	December 29	@ Houston	W 89–87 (OT)	Antawn Jamison (30)	Antawn Jamison (12)	Dominic McGuire (6)	Toyota Center 18,278	6–23
30	December 30	@ New Orleans	L 85–97 (OT)	Antawn Jamison (22)	Antawn Jamison (12)	Mike James (7)	New Orleans Arena 18,021	6–24
