Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
61	March 1	L.A. Lakers	L 79–90 (OT)	Wesley Johnson (20)	Kevin Love (11)	Jonny Flynn , Luke Ridnour (5)	Target Center 17,111	14–47
62	March 2	@ Detroit	W 116–105 (OT)	Kevin Love (20)	Kevin Love (20)	Jonny Flynn (14)	The Palace of Auburn Hills 13,122	15–47
63	March 4	@ Philadelphia	L 100–111 (OT)	Kevin Love (21)	Kevin Love (23)	Luke Ridnour (10)	Wells Fargo Center 12,008	15–48
64	March 5	@ Washington	L 96–103 (OT)	Kevin Love (20)	Kevin Love (21)	Luke Ridnour (6)	Verizon Center 18,216	15–49
65	March 7	Dallas	L 105–108 (OT)	Kevin Love (23)	Kevin Love (17)	Kevin Love (5)	Target Center 13,288	15–50
66	March 9	Indiana	W 101–75 (OT)	Michael Beasley , Kevin Love (16)	Kevin Love (21)	Jonny Flynn (6)	Target Center 15,153	16–50
67	March 11	Utah	W 122–101 (OT)	Kevin Love (24)	Kevin Love (12)	Luke Ridnour (7)	Target Center 18,534	17–50
68	March 13	@ Golden State	L 77–100 (OT)	Michael Beasley , Martell Webster (16)	Kevin Love (12)	Luke Ridnour (6)	Oracle Arena 17,788	17–51
69	March 16	@ Utah	L 104–119 (OT)	Kevin Love (22)	Kevin Love (11)	Kevin Love , Luke Ridnour (3)	EnergySolutions Arena 19,465	17–52
70	March 18	@ L.A. Lakers	L 98–106 (OT)	Wesley Johnson (29)	Kevin Love (13)	Luke Ridnour (8)	Staples Center 18,997	17–53
71	March 20	Sacramento	L 95–127 (OT)	Luke Ridnour (22)	Darko Miličić (6)	Kevin Love , Luke Ridnour (4)	Target Center 18,993	17–54
72	March 24	@ Dallas	L 96–104 (OT)	Anthony Randolph (31)	Anthony Randolph (11)	Jonny Flynn (5)	American Airlines Center 20,296	17–55
73	March 25	@ Oklahoma City	L 103–111 (OT)	Anthony Randolph (24)	Anthony Randolph (15)	Luke Ridnour (5)	Oklahoma City Arena 18,203	17–56
74	March 27	Boston	L 82–85 (OT)	Michael Beasley (28)	Anthony Tolliver (15)	Luke Ridnour (8)	Target Center 19,178	17–57
