Week	Date	Opponent	Result	Attendance
1	September 18, 1977	at Denver Broncos	L 7-0	75,002
2	September 25, 1977	Chicago Bears	W 16-13	49,878
3	October 2, 1977	at Washington Redskins	L 24-14	55,031
4	October 9, 1977	Dallas Cowboys	L 30-24	50,129
5	October 16, 1977	at Philadelphia Eagles	W 21-17	60,535
6	October 23, 1977	New Orleans Saints	W 49-31	48,417
7	October 31, 1977	New York Giants	W 28-0	50,323
8	November 6, 1977	at Minnesota Vikings	W 27-7	47,066
9	November 14, 1977	at Dallas Cowboys	W 24-17	64,038
10	November 20, 1977	Philadelphia Eagles	W 21-16	48,768
11	November 24, 1977	Miami Dolphins	L 55-14	50,269
12	December 4, 1977	at New York Giants	L 27-7	71,826
13	December 10, 1977	Washington Redskins	L 26-20	36,067
14	December 18, 1977	at Tampa Bay Buccaneers	L 17-7	56,922
