Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
31	January 3	@ Orlando	L 110–121 (OT)	Alvin Robertson (27)	Oliver Miller (12)	Damon Stoudamire (13)	Orlando Arena 17,248	9-22
32	January 4	@ Atlanta	L 101–104 (OT)	Alvin Robertson (21)	Willie Anderson , Ed Pinckney (7)	Damon Stoudamire (10)	Omni Coliseum 7,194	9-23
33	January 9	Charlotte	L 91–92 (OT)	Tracy Murray (25)	Tony Massenburg (8)	Alvin Robertson , Damon Stoudamire (8)	SkyDome 20,326	9-24
34	January 11	Atlanta	L 79–87 (OT)	Damon Stoudamire (18)	Tony Massenburg , Carlos Rogers , Žan Tabak (7)	Damon Stoudamire (9)	SkyDome 19,868	9-25
35	January 13	Washington	W 106–100 (OT)	Damon Stoudamire (29)	Tony Massenburg (11)	Damon Stoudamire (11)	SkyDome 25,432	10-25
36	January 15	@ New Jersey	L 83–108 (OT)	Damon Stoudamire (18)	Oliver Miller (9)	Damon Stoudamire (11)	Continental Airlines Arena 10,034	10-26
37	January 16	Indiana	L 102–110 (OT)	Damon Stoudamire (29)	Tony Massenburg (14)	Damon Stoudamire (10)	SkyDome 19,868	10-27
38	January 18	Chicago	L 89–92 (OT)	Damon Stoudamire (26)	Tony Massenburg (8)	Damon Stoudamire (12)	SkyDome 36,118	10-28
39	January 21	Boston	W 97–95 (OT)	Damon Stoudamire (23)	Tony Massenburg (14)	Damon Stoudamire (9)	SkyDome 24,334	11-28
40	January 23	New Jersey	W 86–79 (OT)	Tracy Murray (16)	Tony Massenburg (8)	Damon Stoudamire (11)	SkyDome 20,915	12-28
41	January 25	Vancouver	L 101–106 (OT)	Damon Stoudamire (22)	Oliver Miller (13)	Damon Stoudamire (12)	SkyDome 21,378	12-29
42	January 27	@ Denver	L 82–93 (OT)	Damon Stoudamire (23)	Tony Massenburg (11)	Damon Stoudamire (5)	McNichols Sports Arena 16,635	12-30
