Place	Player	Country	Score	To par
T1	Robert Karlsson	Sweden	68	–2
T1	Jeev Milkha Singh	India	68	–2
T3	Ken Duke	United States	69	–1
T3	Sergio García	Spain	69	–1
T3	Billy Mayfair	United States	69	–1
T3	Sean O'Hair	United States	69	–1
T3	Andrés Romero	Argentina	69	–1
T8	Michael Allen	United States	70	E
T8	Ángel Cabrera	Argentina	70	E
T8	Brian Gay	United States	70	E
T8	Anthony Kim	United States	70	E
T8	Phil Mickelson	United States	70	E
T8	Ryan Moore	United States	70	E
T8	Rod Pampling	Australia	70	E
T8	Charlie Wi	South Korea	70	E
