Date	Opponent	Score	Loss	Attendance	Record
September 1	Yankees	7 - 6	Wells (15-7)	32,577	60-76
September 2	White Sox	5 - 3	Thurman (2-3)	18,373	60-77
September 3	White Sox	5 - 4	Loaiza (7-8)	14,427	60-78
September 4	White Sox	6 - 2	Wright (10-12)	21,122	61-78
September 5	@ Red Sox	5 - 4	Hermanson (1-1)	30,021	62-78
September 6	@ Red Sox	7 - 2	Halladay (15-7)	31,847	62-79
September 7	@ Red Sox	4 - 1	Bowles (0-1)	31,591	62-80
September 8	@ Red Sox	9 - 4	Castillo (5-14)	31,344	63-80
September 9	@ Indians	11 - 9	Sadler (1-1)	28,567	64-80
September 10	@ Indians	5 - 4	Wohlers (2-4)	24,312	65-80
September 11	@ Indians	6 - 5 (11)	Elder (0-1)	26,609	66-80
September 13	Devil Rays	5 - 2	Brazelton (0-1)	14,257	67-80
September 14	Devil Rays	8 - 4	Sturtze (3-17)	22,155	68-80
September 15	Devil Rays	7 - 4	Loaiza (8-9)	16,513	68-81
September 16	@ Orioles	2 - 0	Ponson (7-7)	20,279	69-81
September 17	@ Orioles	10 - 4	Miller (7-5)	20,486	69-82
September 18	@ Orioles	2 - 1	Douglass (0-4)	20,928	70-82
September 19	@ Orioles	9 - 3	López (15-8)	24,162	71-82
September 20	@ Devil Rays	11 - 7	Loaiza (8-10)	12,682	71-83
September 21	@ Devil Rays	4 - 3	Walker (9-5)	13,351	71-84
September 22	@ Devil Rays	12 - 6	Wilson (6-11)	19,625	72-84
September 24	Orioles	11 - 1	Douglass (0-5)	14,438	73-84
September 25	Orioles	3 - 2	López (15-9)	17,287	74-84
September 26	Orioles	5 - 1	Hentgen (0-4)	13,127	75-84
September 27	Tigers	5 - 2	Van Hekken (1-3)	15,407	76-84
September 28	Tigers	10 - 2	Beverlin (0-3)	19,541	77-84
September 29	Tigers	1 - 0	Maroth (6-10)	30,029	78-84
