Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	@ Orlando	L 103–121 (OT)	Kevin Martin (31)	Jason Thompson (5)	Beno Udrih (5)	Amway Arena 16,704	0–3
4	November 3	@ Philadelphia	L 91–125 (OT)	Jason Thompson (17)	Spencer Hawes (8)	Jason Thompson (5)	Wachovia Center 10,100	0–4
5	November 5	Memphis	W 100–95 (OT)	Kevin Martin (33)	Mikki Moore (11)	Beno Udrih (6)	ARCO Arena 13,685	1–4
6	November 7	Minnesota	W 121–109 (OT)	Kevin Martin (26)	Brad Miller (10)	Kevin Martin (6)	ARCO Arena 10,592	2–4
7	November 9	Golden State	W 115–98 (OT)	Kevin Martin (27)	Spencer Hawes (11)	Brad Miller (6)	ARCO Arena 12,090	3–4
8	November 11	Detroit	L 92–100 (OT)	Spencer Hawes (19)	Jason Thompson (9)	John Salmons (7)	ARCO Arena 11,423	3–5
9	November 12	@ L.A. Clippers	W 103–98 (OT)	Beno Udrih (30)	Brad Miller , Jason Thompson (11)	Brad Miller (8)	Staples Center 13,266	4–5
10	November 14	Phoenix	L 95–97 (OT)	John Salmons (21)	Brad Miller (11)	Brad Miller (7)	ARCO Arena 12,810	4–6
11	November 16	San Antonio	L 88–90 (OT)	John Salmons (31)	Brad Miller , Mikki Moore (8)	Beno Udrih , Brad Miller (4)	ARCO Arena 11,699	4–7
12	November 18	@ Memphis	L 94–109 (OT)	John Salmons (18)	Jason Thompson (9)	Beno Udrih , Brad Miller (5)	FedExForum 10,834	4–8
13	November 19	@ New Orleans	W 105–96 (OT)	John Salmons (29)	Brad Miller (8)	Beno Udrih (7)	New Orleans Arena 15,533	5–8
14	November 21	Portland	L 96–117 (OT)	Jason Thompson (19)	Jason Thompson (12)	Bobby Brown (7)	ARCO Arena 12,056	5–9
15	November 23	@ L.A. Lakers	L 108–118 (OT)	John Salmons (24)	Spencer Hawes (8)	Bobby Brown , Beno Udrih (7)	Staples Center 18,997	5–10
16	November 24	@ Portland	L 90–91 (OT)	John Salmons (20)	Brad Miller , Jason Thompson (6)	Beno Udrih (8)	Rose Garden 20,467	5–11
17	November 26	New Jersey	L 114–116 (OT)	John Salmons (38)	Brad Miller (13)	Beno Udrih (10)	ARCO Arena 11,650	5–12
18	November 28	@ Utah	L 94–120 (OT)	John Salmons (20)	Donté Greene , Spencer Hawes (6)	Beno Udrih , Brad Miller (6)	EnergySolutions Arena 19,911	5–13
