Place	Player	Country	Score	To par
1	Craig Wood	United States	69-72-68=209	–7
2	Olin Dutra	United States	70-70-70=210	–6
3	Henry Picard	United States	67-68-76=211	–5
4	Gene Sarazen	United States	68-71-73=212	–4
T5	Denny Shute	United States	73-71-70=214	–2
T5	Walter Hagen	United States	73-69-72=214	–2
7	Ray Mangrum	United States	68-71-76=215	–1
8	Lawson Little (a)	United States	74-72-70=216	E
T9	Byron Nelson	United States	71-74-72=217	+1
T9	Vic Ghezzi	United States	73-71-73=217	+1
T9	Johnny Revolta	United States	70-74-73=217	+1
T9	Paul Runyan	United States	70-72-75=217	+1
T9	Jimmy Hines	United States	70-70-77=217	+1
