Date	Opponent	Score	Loss	Attendance	Record
September 1	Angels	12 - 7	Sele (8-2)	35,076	78-53
September 2	Angels	4 - 3	Colón (13-11)	35,050	79-53
September 3	Rangers	2 - 0	Wasdin (2-3)	35,151	80-53
September 4	Rangers	8 - 6	Wakefield (11-8)	34,670	80-54
September 5	Rangers	6 - 5	Drese (11-8)	34,652	81-54
September 6	@ Athletics	8 - 3	Zito (10-10)	37,839	82-54
September 7	@ Athletics	7 - 1	Redman (10-11)	29,659	83-54
September 8	@ Athletics	8 - 3	Hudson (11-5)	39,575	84-54
September 9	@ Mariners	7 - 1	Wakefield (11-9)	29,656	84-55
September 10	@ Mariners	13 - 2	Franklin (3-15)	38,100	85-55
September 11	@ Mariners	9 - 0	Moyer (6-11)	44,401	86-55
September 12	@ Mariners	2 - 0	Lowe (14-11)	43,742	86-56
September 14	Devil Rays	5 - 2	Martínez (16-6)	35,118	86-57
September 15	Devil Rays	8 - 6	Núñez (0-3)	35,105	87-57
September 16	Devil Rays	11 - 4	Hendrickson (8-15)	35,048	88-57
September 17	@ Yankees	3 - 2	Rivera (4-2)	55,128	89-57
September 18	@ Yankees	14 - 4	Lowe (14-12)	55,153	89-58
September 19	@ Yankees	11 - 1	Martínez (16-7)	55,142	89-59
September 20	Orioles	10 - 6	Wakefield (11-10)	34,758	89-60
September 21	Orioles	3 - 2	Ryan (3-6)	35,083	90-60
September 22	Orioles	7 - 6 (12)	Bauer (1-1)	35,103	91-60
September 23	Orioles	9 - 7	Mendoza (1-1)	35,026	91-61
September 24	Yankees	6 - 4	Martínez (16-8)	35,022	91-62
September 25	Yankees	12 - 5	Quantrill (6-3)	34,856	92-62
September 26	Yankees	11 - 4	Brown (10-5)	34,582	93-62
September 27	@ Devil Rays	7 - 3	Sosa (4-7)	17,602	94-62
September 28	@ Devil Rays	10 - 8 (11)	Báez (4-4)	20,116	95-62
September 29	@ Devil Rays	9 - 4	Martínez (16-9)	21,274	95-63
