Res.	Record	Opponent	Method	Event	Round	Time	Location
Win	13–7	Cole Miller	Decision (unanimous)	UFC Fight Night: Shogun vs. Sonnen	3	5:00	Boston, Massachusetts , United States
Win	12–7	Michihiro Omigawa	Decision (unanimous)	UFC on Fox: Shogun vs. Vera	3	5:00	Los Angeles, California , United States
Loss	11–7	Diego Nunes	Decision (unanimous)	UFC 141	3	5:00	Las Vegas, Nevada , United States
Loss	11–6	Tyson Griffin	Decision (majority)	UFC Live: Kongo vs. Barry	3	5:00	Pittsburgh, Pennsylvania , United States
Loss	11–5	José Aldo	KO (punches)	WEC 51	2	1:32	Broomfield, Colorado , United States
Win	11–4	Mike Brown	KO (punches)	WEC 48	1	2:22	Sacramento, California , United States
Win	10–4	Leonard Garcia	Decision (unanimous)	WEC 44	3	5:00	Las Vegas, Nevada , United States
Win	9–4	John Franchi	Decision (unanimous)	WEC 41	3	5:00	Sacramento, California, United States
Loss	8–4	Thiago Tavares	Decision (unanimous)	UFC 94	3	5:00	Las Vegas, Nevada, United States
Loss	8–3	Rob Emerson	KO (punches)	UFC 87	1	0:12	Minneapolis, Minnesota , United States
Win	8–2	Jeff Cox	Submission (guillotine choke)	UFC Fight Night: Florian vs. Lauzon	1	1:41	Broomfield, Colorado, United States
Win	7–2	Nate Mohr	Submission (achilles lock)	UFC 79	1	1:31	Las Vegas, Nevada, United States
Loss	6–2	Nate Diaz	TKO (injury)	The Ultimate Fighter 5 Finale	2	0:20	Las Vegas, Nevada, United States
Win	6–1	Sammy Morgan	Decision (unanimous)	RSF – Shooto Challenge 2	3	5:00	Belleville, Illinois , United States
Win	5–1	Jorge Santiago	KO (punch)	KOTC 27 – Aftermath	1	0:21	San Jacinto, California , United States
Loss	4–1	Sean Sherk	Decision (unanimous)	Reality Submission Fighting 3	1	18:00	Belleville, Illinois, United States
Win	4–0	Pat Benson	Submission (guillotine choke)	Reality Submission Fighting 2	1	2:01	Belleville, Illinois, United States
Win	3–0	Darren Bryant	Submission (heel hook)	Kage Kombat 14	1	0:35	Los Angeles, California , United States
Win	2–0	Timothy Morris	Technical Submission (choke)	Kage Kombat 12	1	0:16	Los Angeles, California, United States
Win	1–0	Danny Henderson	Submission (armbar)	Kage Kombat 12	1	0:17	Los Angeles, California, United States
