Date	Opponent	Score	Loss	Attendance	Record
April 8	@ Royals	2 - 1	Stieb (0-1)	41,086	0-1
April 10	@ Royals	1 - 0 (10)	Beckwith (0-1)	14,740	1-1
April 11	@ Royals	4 - 3 (10)	Quisenberry (0-1)	17,798	2-1
April 12	@ Orioles	7 - 2	Key (0-1)	26,585	2-2
April 13	@ Orioles	8 - 7	Caudill (2-1)	28,529	2-3
April 14	@ Orioles	5 - 3	Boddicker (1-1)	25,111	3-3
April 16	Rangers	9 - 4	Leal (0-1)	41,284	3-4
April 17	Rangers	3 - 1 (10)	Stewart (0-1)	15,472	4-4
April 18	Rangers	4 - 2	Tanana (0-2)	15,380	5-4
April 19	Orioles	6 - 5	Stewart (1-1)	20,213	6-4
April 20	Orioles	3 - 2	Martinez (1-1)	40,451	7-4
April 21	Orioles	3 - 2	Key (0-2)	29,082	7-5
April 22	Royals	2 - 0	Stieb (1-2)	20,281	7-6
April 23	Royals	7 - 6	Caudill (3-2)	18,491	7-7
April 24	Royals	10 - 2	Saberhagen (1-2)	18,006	8-7
April 26	@ Rangers	6 - 5	Schmidt (0-1)	10,725	9-7
April 27	@ Rangers	9 - 8 (10)	Stewart (0-2)	13,769	10-7
April 28	@ Rangers	6 - 3	Mason (2-2)	11,324	11-7
April 29	@ Athletics	2 - 1	Krueger (2-2)	13,852	12-7
April 30	@ Athletics	4 - 3	Howell (0-1)	6,439	13-7
