Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
34	January 1	New Jersey	W 103–88 (OT)	Kevin Love (23)	Kevin Love (10)	Luke Ridnour (6)	Target Center 12,665	9–25
35	January 3	@ Boston	L 93–96 (OT)	Michael Beasley (19)	Kevin Love (24)	Luke Ridnour (5)	TD Garden 18,624	9–26
36	January 5	Charlotte	L 105–108 (OT)	Kevin Love (35)	Kevin Love (15)	Kevin Love (5)	Target Center 14,881	9–27
37	January 7	Portland	L 98–108 (OT)	Kevin Love (30)	Kevin Love (19)	Luke Ridnour (11)	Target Center 12,213	9–28
38	January 9	@ San Antonio	L 91–94 (OT)	Kevin Love (18)	Kevin Love (17)	Luke Ridnour (7)	AT&T Center 18,581	9–29
39	January 11	San Antonio	L 96–107 (OT)	Kevin Love (20)	Kevin Love (20)	Luke Ridnour (9)	Target Center 11,209	9–30
40	January 13	Washington	W 109–97 (OT)	Kevin Love (35)	Kevin Love , Darko Miličić (11)	Luke Ridnour (9)	Target Center 11,437	10–30
41	January 15	Orlando	L 99–108 (OT)	Corey Brewer (23)	Kevin Love (15)	Luke Ridnour (6)	Target Center 17,391	10–31
42	January 17	@ Portland	L 102–113 (OT)	Kevin Love , Darko Miličić (22)	Kevin Love (17)	Luke Ridnour (6)	Rose Garden 20,239	10–32
43	January 19	@ L.A. Clippers	L 111–126 (OT)	Kevin Love (26)	Kevin Love (11)	Jonny Flynn (6)	Staples Center 17,793	10–33
44	January 24	Houston	L 125–129 (OT)	Kevin Love (24)	Kevin Love (17)	Kevin Love (7)	Target Center 11,983	10–34
45	January 26	Oklahoma City	L 117–118 (OT)	Kevin Love (31)	Kevin Love (21)	Luke Ridnour (8)	Target Center 14,979	10–35
46	January 28	@ Utah	L 100–108 (OT)	Kevin Love (22)	Kevin Love (15)	Jonny Flynn (6)	EnergySolutions Arena 19,911	10–36
