Date	Opponent	Score	Loss	Attendance	Record
August 1	@ Royals	3 - 2	Hernández (1-1)	12,669	47-59
August 2	Orioles	9 - 8	Escobar (5-6)	19,052	47-60
August 3	Orioles	8 - 4	Carpenter (4-3)	17,534	47-61
August 4	Orioles	5 - 4	Ryan (2-1)	17,637	48-61
August 5	Orioles	7 - 1	López (12-4)	15,245	49-61
August 6	Mariners	14 - 12	Baldwin (7-8)	25,392	50-61
August 7	Mariners	5 - 4 (10)	Prokopec (2-9)	27,733	50-62
August 8	Mariners	3 - 1	Carpenter (4-4)	25,486	50-63
August 9	Angels	5 - 4	Ortiz (9-9)	18,728	51-63
August 10	Angels	11 - 4	Parris (5-3)	25,118	51-64
August 11	Angels	1 - 0	Halladay (14-5)	34,013	51-65
August 12	@ Athletics	2 - 1	Harang (4-3)	14,178	52-65
August 13	@ Athletics	5 - 4	Carpenter (4-5)	17,466	52-66
August 14	@ Athletics	4 - 2	Walker (5-3)	40,528	52-67
August 16	@ Rangers	6 - 5	Escobar (5-7)	31,194	52-68
August 17	@ Rangers	9 - 5	Parris (5-4)	30,426	52-69
August 18	@ Rangers	10 - 7	Loaiza (5-7)	20,214	52-70
August 19	Royals	2 - 0	Byrd (14-9)	16,218	53-70
August 20	Royals	6 - 5 (12)	Cassidy (0-2)	20,002	53-71
August 21	Royals	7 - 4	Halladay (14-6)	25,304	53-72
August 23	@ Orioles	11 - 7	Cassidy (0-3)	32,955	53-73
August 24	@ Orioles	4 - 1	Driskill (8-7)	25,880	54-73
August 24	@ Orioles	8 - 3	Bauer (6-5)	30,498	55-73
August 25	@ Orioles	5 - 2	Johnson (4-10)	30,812	56-73
August 26	@ White Sox	8 - 4	Parque (1-4)	15,760	57-73
August 27	@ White Sox	8 - 4 (10)	Cassidy (0-4)	12,185	57-74
August 28	@ White Sox	8 - 0	Parris (5-5)	12,972	57-75
August 29	Yankees	7 - 4	Clemens (11-5)	32,679	58-75
August 30	Yankees	9 - 7	Walker (7-4)	24,301	58-76
August 31	Yankees	5 - 1	Hernández (7-4)	36,021	59-76
