Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
3	November 1	@ Charlotte	L 87–100 (OT)	Michael Beasley (25)	Shawn Marion (8)	Mario Chalmers (8)	Time Warner Cable Arena 19,238	1–2
4	November 5	Philadelphia	W 106–83 (OT)	Dwyane Wade (29)	Michael Beasley (9)	Dwyane Wade , Mario Chalmers (6)	American Airlines Arena 15,103	2–2
5	November 7	@ San Antonio	W 99–83 (OT)	Dwyane Wade (33)	Dwyane Wade , Udonis Haslem (10)	Dwyane Wade (9)	AT&T Center 17,387	3–2
6	November 8	@ New Orleans	L 89–100 (OT)	Dwyane Wade (30)	Shawn Marion (8)	Dwyane Wade (10)	New Orleans Arena 17,701	3–3
7	November 10	New Jersey	W 99–94 (OT)	Dwyane Wade (33)	Udonis Haslem (8)	Dwyane Wade (5)	American Airlines Arena 15,028	4–3
8	November 12	Portland	L 96–104 (OT)	Dwyane Wade (36)	Udonis Haslem (11)	Dwyane Wade (8)	American Airlines Arena 15,021	4–4
9	November 14	Washington	W 97–77 (OT)	Dwyane Wade (24)	Udonis Haslem (13)	Mario Chalmers (7)	American Airlines Arena 15,284	5–4
10	November 16	@ Toronto	L 96–107 (OT)	Dwyane Wade (29)	Udonis Haslem (10)	Dwyane Wade (8)	Air Canada Centre 19,800	5–5
11	November 18	@ Washington	W 94–87 (OT)	Dwyane Wade (19)	Udonis Haslem (11)	Dwyane Wade (10)	Verizon Center 15,102	6–5
12	November 19	Toronto	L 95–101 (OT)	Dwyane Wade (40)	Shawn Marion (14)	Dwyane Wade (11)	American Airlines Arena 15,014	6–6
13	November 22	Indiana	W 109–100 (OT)	Dwyane Wade (38)	Shawn Marion (9)	Dwyane Wade (8)	American Airlines Arena 18,685	7–6
14	November 24	Houston	L 98–107 (OT)	Dwyane Wade , Mario Chalmers (23)	Joel Anthony (8)	Mario Chalmers (6)	American Airlines Arena 18,704	7–7
15	November 26	@ Portland	L 68–106 (OT)	Michael Beasley (14)	Dwyane Wade , Udonis Haslem (6)	Dwyane Wade (6)	Rose Garden 20,528	7–8
16	November 28	@ Phoenix	W 107–92 (OT)	Dwyane Wade (43)	Udonis Haslem (11)	Dwyane Wade , Shawn Marion (6)	US Airways Center 18,422	8–8
17	November 29	@ L.A. Clippers	L 96–97 (OT)	Dwyane Wade (26)	Shawn Marion (9)	Dwyane Wade (11)	Staples Center 16,245	8–9
