Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
19	December 3	@ New Orleans	L 91–104 (OT)	Amar'e Stoudemire (26)	Matt Barnes (7)	Grant Hill (6)	New Orleans Arena 15,804	11–8
20	December 4	@ Dallas	L 97–112 (OT)	Amar'e Stoudemire (28)	Matt Barnes (6)	Steve Nash (10)	American Airlines Center 19,813	11–9
21	December 6	Utah	W 106–104 (OT)	Leandro Barbosa (25)	Amar'e Stoudemire (20)	Steve Nash (9)	US Airways Center 18,422	12–9
22	December 9	Milwaukee	W 125–110 (OT)	Shaquille O'Neal (35)	Shaquille O'Neal , Amar'e Stoudemire (8)	Steve Nash (10)	US Airways Center 18,422	13–9
23	December 10	@ L.A. Lakers	L 110–115 (OT)	Matt Barnes (25)	Amar'e Stoudemire (11)	Steve Nash (9)	Staples Center 18,997	13–10
25	December 15	New York	W 111–103 (OT)	Shaquille O'Neal (23)	Amar'e Stoudemire (14)	Steve Nash (6)	US Airways Center 18,422	15–10
26	December 18	@ Portland	L 119–124 (OT)	Amar'e Stoudemire (23)	Amar'e Stoudemire (8)	Steve Nash (11)	Rose Garden 20,650	15–11
27	December 20	Denver	W 108–101 (OT)	Amar'e Stoudemire (27)	Amar'e Stoudemire (10)	Steve Nash (11)	US Airways Center 18,422	16–11
28	December 25	San Antonio	L 90–91 (OT)	Amar'e Stoudemire (25)	Amar'e Stoudemire (13)	Steve Nash (8)	US Airways Center 18,422	16–12
29	December 29	@ Oklahoma City	W 110–102 (OT)	Shaquille O'Neal (28)	Shaquille O'Neal (12)	Leandro Barbosa , Amar'e Stoudemire (5)	Ford Center 19,136	17–12
