Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
48	February 1	@ Sacramento	L 118–122 (OT)	Russell Westbrook (34)	Nick Collison (14)	Russell Westbrook (8)	ARCO Arena 10,817	11–37
49	February 4	Denver	L 113–114 (OT)	Kevin Durant (31)	Kevin Durant , Nick Collison (8)	Earl Watson (8)	Ford Center 18,332	11–38
50	February 6	Portland	W 102–93 (OT)	Kevin Durant (31)	Nick Collison (13)	Earl Watson (11)	Ford Center 18,694	12–38
51	February 8	Sacramento	W 116–113 (OT)	Kevin Durant (39)	Kevin Durant , Jeff Green , Russell Westbrook (7)	Russell Westbrook (8)	Ford Center 18,271	13–38
52	February 10	@ L.A. Lakers	L 98–105 (OT)	Kevin Durant (31)	Kevin Durant (10)	Russell Westbrook (7)	Staples Center 18,997	13–39
53	February 11	@ Portland	L 92–106 (OT)	Russell Westbrook (21)	Russell Westbrook (12)	Earl Watson (5)	Rose Garden 20,050	13–40
54	February 17	New Orleans	L 98–100 (OT)	Kevin Durant (47)	Nenad Krstić (10)	Earl Watson (7)	Ford Center 18,593	13–41
55	February 20	@ Phoenix	L 118–140 (OT)	Kevin Durant (35)	Jeff Green (14)	Russell Westbrook (8)	US Airways Center 18,422	13–42
56	February 21	@ Golden State	L 120–133 (OT)	Kevin Durant (32)	Jeff Green (15)	Russell Westbrook (11)	Oracle Arena 19,108	13–43
57	February 24	L.A. Lakers	L 93–107 (OT)	Kevin Durant (32)	Nenad Krstić (11)	Kevin Durant (6)	Ford Center 19,136	13–44
58	February 27	@ Dallas	L 108–110 (OT)	Russell Westbrook (33)	Jeff Green (12)	Earl Watson (11)	American Airlines Center 20,007	13–45
