Former country name	Former codes	Period of validity	ISO 3166-3 code	New country names and codes
British Antarctic Territory	BQ , ATB , 080	1974–1979	BQAQ	Merged into Antarctica ( AQ , ATA , 010 )
Burma	BU , BUR , 104	1974–1989	BUMM	Name changed to Myanmar ( MM , MMR , 104 )
Byelorussian SSR	BY , BYS , 112	1974–1992	BYAA	Name changed to Belarus ( BY , BLR , 112 )
Canton and Enderbury Islands	CT , CTE , 128	1974–1984	CTKI	Merged into Kiribati ( KI , KIR , 296 )
Dahomey	DY , DHY , 204	1974–1977	DYBJ	Name changed to Benin ( BJ , BEN , 204 )
Dronning Maud Land	NQ , ATN , 216	1974–1983	NQAQ	Merged into Antarctica ( AQ , ATA , 010 )
France, Metropolitan	FX , FXX , 249	1993–1997	FXFR	Merged into France ( FR , FRA , 250 )
French Afar and Issas	AI , AFI , 262	1974–1977	AIDJ	Name changed to Djibouti ( DJ , DJI , 262 )
German Democratic Republic	DD , DDR , 278	1974–1990	DDDE	Merged into Germany ( DE , DEU , 276 )
New Hebrides	NH , NHB , 548	1974–1980	NHVU	Name changed to Vanuatu ( VU , VUT , 548 )
Panama Canal Zone	PZ , PCZ , 594	1974–1980	PZPA	Merged into Panama ( PA , PAN , 591 )
Sikkim	SK , SKM , 698	1974–1975	SKIN	Merged into India ( IN , IND , 356 )
Southern Rhodesia	RH , RHO , 716	1974–1980	RHZW	Name changed to Zimbabwe ( ZW , ZWE , 716 )
Upper Volta	HV , HVO , 854	1974–1984	HVBF	Name changed to Burkina Faso ( BF , BFA , 854 )
Viet-Nam, Democratic Republic of	VD , VDR , 704	1974–1977	VDVN	Merged into Viet Nam ( VN , VNM , 704 )
