Place	Player	Country	Score	To par
1	Peter Thomson	Australia	70-69=139	–1
2	Ben Hogan	United States	72-68=140	E
T3	Jerry Barber	United States	72-69=141	+1
T3	Wes Ellis	United States	71-70=141	+1
T3	Ed Furgol	United States	71-70=141	+1
T3	Cary Middlecoff	United States	71-70=141	+1
T7	Julius Boros	United States	71-71=142	+2
T7	Ted Kroll	United States	72-70=142	+2
T7	Arnold Palmer	United States	72-70=142	+2
T10	Fred Haas	United States	72-71=143	+3
T10	Billy Maxwell	United States	72-71=143	+3
T10	Frank Taylor, Jr. (a)	United States	72-71=143	+3
