Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
30	April 1	Indiana	W 88–87 (OT)	Vince Carter (31)	Vince Carter (11)	Alvin Williams (8)	Air Canada Centre 18,666	16-14
31	April 3	Washington	W 87–85 (OT)	Kevin Willis (22)	Kevin Willis (11)	Vince Carter , Doug Christie , Charles Oakley (4)	Air Canada Centre 18,929	17-14
32	April 4	Philadelphia	W 97–82 (OT)	Doug Christie (22)	Kevin Willis (11)	Doug Christie , Charles Oakley , Kevin Willis (4)	Air Canada Centre 18,462	18-14
33	April 6	Miami	L 70–92 (OT)	Tracy McGrady , John Wallace (12)	Tracy McGrady (10)	Dee Brown (4)	Air Canada Centre 19,209	18-15
34	April 8	Boston	L 89–101 (OT)	Vince Carter (31)	Kevin Willis (10)	Tracy McGrady , Charles Oakley (5)	Air Canada Centre 16,949	18-16
35	April 9	@ New Jersey	L 99–106 (OT)	Vince Carter (26)	Kevin Willis (15)	Dee Brown (6)	Continental Airlines Arena 15,764	18-17
36	April 12	Indiana	L 99–109 (OT)	Vince Carter (29)	Kevin Willis (19)	Doug Christie (8)	Air Canada Centre 19,427	18-18
37	April 14	@ Philadelphia	L 78–96 (OT)	Doug Christie (19)	Kevin Willis (10)	Dee Brown , Charles Oakley (4)	First Union Center 17,474	18-19
38	April 16	Cleveland	L 90–91 (OT)	Doug Christie (22)	Vince Carter (12)	Vince Carter (8)	Air Canada Centre 19,280	18-20
39	April 17	@ New York	W 93–90 (OT)	Vince Carter (21)	Kevin Willis (10)	Charles Oakley (6)	Madison Square Garden 19,763	19-20
40	April 19	Orlando	W 90–72 (OT)	Tracy McGrady , Kevin Willis (16)	Tracy McGrady (11)	Alvin Williams (5)	Air Canada Centre 17,715	20-20
41	April 20	Atlanta	L 81–103 (OT)	Vince Carter (16)	Kevin Willis (8)	Dee Brown (5)	Air Canada Centre 18,439	20-21
42	April 21	@ Washington	W 107–91 (OT)	Doug Christie (28)	Charles Oakley (9)	Doug Christie (7)	MCI Center 12,214	21-21
43	April 23	@ Orlando	W 95–88 (OT)	Vince Carter (24)	Tracy McGrady (8)	Dee Brown (4)	Orlando Arena 17,248	22-21
44	April 25	Detroit	L 83–91 (OT)	Vince Carter (18)	Kevin Willis (7)	Vince Carter (8)	Air Canada Centre 19,800	22-22
45	April 27	Charlotte	L 98–108 (OT)	Tracy McGrady (27)	Charles Oakley (10)	Charles Oakley (5)	Air Canada Centre 19,800	22-23
46	April 28	@ Milwaukee	L 102–115 (OT)	Dee Brown (29)	Vince Carter (7)	Doug Christie (5)	Bradley Center 15,463	22-24
47	April 30	@ Cleveland	L 83–91 (OT)	Vince Carter (25)	Tracy McGrady (13)	Vince Carter (5)	Gund Arena 13,958	22-25
