Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
47	February 2	@ Atlanta	W 103–91 (OT)	Chris Bosh (24)	Chris Bosh (10)	T. J. Ford (10)	Philips Arena 13,200	24–23
48	February 4	L.A. Clippers	W 122–110 (OT)	Chris Bosh (27)	Chris Bosh (7)	José Calderón (12)	Air Canada Centre 17,214	25–23
49	February 7	Orlando	W 113–103 (OT)	Chris Bosh (41)	Chris Bosh (8)	José Calderón , T. J. Ford (11)	Air Canada Centre 15,157	26–23
50	February 9	L.A. Lakers	W 96–92 (OT)	Chris Bosh (29)	Chris Bosh (11)	T. J. Ford (7)	Air Canada Centre 20,012	27–23
51	February 10	@ Detroit	L 92–98 (OT)	T. J. Ford (17)	Chris Bosh (11)	T. J. Ford (11)	The Palace of Auburn Hills 22,076	27–24
52	February 13	@ Chicago	W 112–111 (OT)	Chris Bosh (25)	Chris Bosh (14)	José Calderón (9)	United Center 21,776	28–24
53	February 14	New Jersey	W 120–109 (OT)	Chris Bosh (25)	Chris Bosh (9)	T. J. Ford (8)	Air Canada Centre 19,800	29–24
54	February 21	Cleveland	L 85–86 (OT)	Chris Bosh (24)	Chris Bosh (10)	T. J. Ford (9)	Air Canada Centre 19,800	29–25
55	February 23	Indiana	W 110–88 (OT)	Chris Bosh (23)	Chris Bosh (12)	José Calderón (12)	Air Canada Centre 19,481	30–25
56	February 24	@ Charlotte	W 93–76 (OT)	Chris Bosh (24)	Andrea Bargnani , Chris Bosh (11)	T. J. Ford (4)	Charlotte Bobcats Arena 17,091	31–25
57	February 26	@ San Antonio	L 91–107 (OT)	Andrea Bargnani (17)	Chris Bosh , Radoslav Nesterović (9)	José Calderón (8)	AT&T Center 18,563	31–26
58	February 28	@ Houston	W 106–90 (OT)	Andrea Bargnani (20)	Chris Bosh (9)	Chris Bosh , José Calderón , T. J. Ford (6)	Toyota Center 14,071	32–26
