Date	Visitor	Score	Home	Record
February 3	Chicago	0 – 5	Detroit	29–20–6
February 9	New Jersey	5 – 8	Detroit	30–20–6
February 11	Detroit	6 – 6	Los Angeles	30–20–7
February 13	Detroit	3 – 4	St. Louis	30–21–7
February 14	Detroit	5 – 3	Chicago	31–21–7
February 17	Tampa Bay	1 – 3	Detroit	32–21–7
February 19	Calgary	3 – 3	Detroit	32–21–8
February 21	Detroit	4 – 1	Minnesota	33–21–8
February 22	Detroit	5 – 5	Philadelphia	33–21–9
February 24	Detroit	7 – 10	Buffalo	33–22–9
February 27	Chicago	2 – 1	Detroit	33–23–9
February 28	Detroit	3 – 6	New Jersey	33–24–9
