Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
62	March 1	@ Minnesota	W 90–79 (OT)	Kobe Bryant (24)	Pau Gasol (17)	Kobe Bryant (3)	Target Center 17,111	43–19
63	March 4	Charlotte	W 92–84 (OT)	Kobe Bryant (27)	Andrew Bynum (17)	Pau Gasol , Lamar Odom (4)	Staples Center 18,997	44–19
64	March 6	@ San Antonio	W 99–83 (OT)	Kobe Bryant (26)	Andrew Bynum (17)	Lamar Odom (6)	AT&T Center 18,996	45–19
65	March 8	@ Atlanta	W 101–87 (OT)	Kobe Bryant (26)	Andrew Bynum (16)	Pau Gasol (5)	Philips Arena 19,890	46–19
66	March 10	@ Miami	L 88–94 (OT)	Kobe Bryant (24)	Andrew Bynum (12)	Ron Artest (6)	American Airlines Arena 19,986	46–20
67	March 12	@ Dallas	W 96–91 (OT)	Andrew Bynum (22)	Andrew Bynum (15)	Steve Blake (5)	American Airlines Center 20,619	47–20
68	March 14	Orlando	W 97–84 (OT)	Pau Gasol (23)	Andrew Bynum (18)	Pau Gasol (5)	Staples Center 18,997	48–20
69	March 18	Minnesota	W 106–98 (OT)	Pau Gasol (25)	Andrew Bynum (14)	Kobe Bryant , Lamar Odom (5)	Staples Center 18,997	49–20
70	March 20	Portland	W 84–80 (OT)	Kobe Bryant (22)	Pau Gasol (13)	Lamar Odom (6)	Staples Center 18,997	50–20
71	March 22	Phoenix	W 139–137 (3OT)	Kobe Bryant (42)	Lamar Odom (16)	Kobe Bryant (9)	Staples Center 18,997	51–20
72	March 25	L.A. Clippers	W 112–104 (OT)	Kobe Bryant (37)	Andrew Bynum (12)	Kobe Bryant (6)	Staples Center 18,997	52–20
73	March 27	New Orleans	W 102–84 (OT)	Kobe Bryant (30)	Pau Gasol (16)	Kobe Bryant (5)	Staples Center 18,997	53–20
