Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
20	December 1	Indiana	W 110–88 (OT)	Deron Williams (24)	Al Jefferson (10)	Deron Williams (16)	EnergySolutions Arena 18,732	15–5
21	December 3	Dallas	L 81–93 (OT)	Paul Millsap (21)	Al Jefferson (8)	Deron Williams (7)	EnergySolutions Arena 19,623	15–6
22	December 6	Memphis	W 94–85 (OT)	Deron Williams (27)	Al Jefferson (10)	Deron Williams (8)	EnergySolutions Arena 19,131	16–6
23	December 8	Miami	L 98–111 (OT)	Al Jefferson (25)	Al Jefferson (11)	Deron Williams (12)	EnergySolutions Arena 19,911	16–7
24	December 10	Orlando	W 117–105 (OT)	Deron Williams (32)	Andrei Kirilenko (13)	Deron Williams (9)	EnergySolutions Arena 18,765	17–7
25	December 11	@ Dallas	L 97–103 (OT)	Deron Williams (34)	Al Jefferson (9)	Deron Williams (6)	American Airlines Center 20,074	17–8
26	December 13	Golden State	W 108–95 (OT)	Deron Williams (30)	Al Jefferson , Paul Millsap (8)	Deron Williams (10)	EnergySolutions Arena 19,176	18–8
27	December 17	@ New Orleans	L 71–100 (OT)	Paul Millsap (14)	Paul Millsap (6)	Deron Williams (5)	New Orleans Arena 14,414	18–9
28	December 18	@ Milwaukee	W 95–86 (OT)	Deron Williams (22)	Al Jefferson , Andrei Kirilenko , Paul Millsap (9)	Deron Williams (11)	Bradley Center 16,004	19–9
29	December 20	@ Cleveland	W 101–90 (OT)	C. J. Miles (22)	Al Jefferson (13)	Deron Williams (10)	Quicken Loans Arena 20,562	20–9
30	December 22	@ Minnesota	W 112–107 (OT)	Deron Williams (25)	Paul Millsap (11)	Deron Williams (7)	Target Center 15,809	21–9
31	December 27	Portland	L 91–96 (OT)	Deron Williams (31)	Al Jefferson (9)	Deron Williams (6)	EnergySolutions Arena 19,911	21–10
32	December 29	@ L.A. Clippers	W 103–95 (OT)	Al Jefferson (31)	Al Jefferson (10)	Deron Williams (7)	Staples Center 19,060	22–10
