Game	Date	Team	Score	High points	High rebounds	High assists	Location Attendance	Record
17	December 1	@ Toronto	L 108–127 (OT)	JaVale McGee (21)	JaVale McGee (7)	John Wall (8)	Air Canada Centre 15,209	5–12
18	December 3	Portland	W 83–79 (OT)	Andray Blatche (19)	JaVale McGee (10)	Gilbert Arenas (6)	Verizon Center 13,408	6–12
19	December 5	@ Phoenix	L 108–125 (OT)	Andray Blatche (24)	Yi Jianlian (9)	John Wall (12)	US Airways Center 17,430	6–13
20	December 7	@ L.A. Lakers	L 108–115 (OT)	Nick Young (30)	JaVale McGee (6)	John Wall (14)	Staples Center 18,997	6–14
21	December 8	@ Sacramento	L 91–116 (OT)	Al Thornton (20)	JaVale McGee (9)	Gilbert Arenas (4)	ARCO Arena 12,308	6–15
22	December 10	New York	L 95–101 (OT)	Gilbert Arenas (20)	JaVale McGee (10)	Gilbert Arenas , John Wall (6)	Verizon Center 18,542	6–16
23	December 14	L.A. Lakers	L 89–103 (OT)	Nick Young (21)	Trevor Booker , JaVale McGee , Kevin Seraphin (9)	Gilbert Arenas (10)	Verizon Center 16,513	6–17
24	December 16	@ New Jersey	L 89–97 (OT)	Nick Young (22)	Trevor Booker (9)	Gilbert Arenas (9)	Prudential Center 10,764	6–18
25	December 18	Miami	L 94–95 (OT)	Nick Young (30)	Andray Blatche (12)	Kirk Hinrich (12)	Verizon Center 20,278	6–19
26	December 20	Charlotte	W 108–75 (OT)	Nick Young (21)	Kirk Hinrich (6)	Kirk Hinrich (11)	Verizon Center 13,825	7–19
27	December 22	Chicago	L 80–87 (OT)	Nick Young (22)	JaVale McGee (10)	Kirk Hinrich (9)	Verizon Center 18,011	7–20
28	December 26	@ San Antonio	L 80–94 (OT)	Rashard Lewis (21)	Hilton Armstrong (13)	Kirk Hinrich (7)	AT&T Center 18,581	7–21
29	December 27	@ Houston	L 93–100 (OT)	Kirk Hinrich (19)	Andray Blatche (14)	John Wall (6)	Toyota Center 18,143	7–22
30	December 29	Indiana	W 104–90 (OT)	Nick Young (25)	Andray Blatche (11)	John Wall (12)	Verizon Center 16,108	8–22
