Driver	Constructor	Laps	Time/Retired	Grid
David Coulthard	McLaren - Mercedes	72	1:38:05.538	2
Mika Häkkinen	McLaren - Mercedes	72	+14.748	4
Rubens Barrichello	Ferrari	72	+32.409	3
Jacques Villeneuve	BAR - Honda	72	+1:01.322	7
Ralf Schumacher	Williams - BMW	72	+1:03.981	5
Jarno Trulli	Jordan - Mugen-Honda	72	+1:15.605	9
Heinz-Harald Frentzen	Jordan - Mugen-Honda	71	+1 Lap	8
Jenson Button	Williams - BMW	71	+1 Lap	10
Giancarlo Fisichella	Benetton - Playlife	71	+1 Lap	14
Mika Salo	Sauber - Petronas	71	+1 Lap	12
Pedro Diniz	Sauber - Petronas	71	+1 Lap	15
Nick Heidfeld	Prost - Peugeot	71	+1 Lap	16
Eddie Irvine	Jaguar - Cosworth	70	+2 Laps	6
Jean Alesi	Prost - Peugeot	70	+2 Laps	18
Marc Gené	Minardi - Fondmetal	70	+2 Laps	21
Michael Schumacher	Ferrari	58	Engine	1
Pedro de la Rosa	Arrows - Supertec	45	Transmission	13
Alexander Wurz	Benetton - Playlife	34	Spun off	17
Gastón Mazzacane	Minardi - Fondmetal	31	Spun off	22
Jos Verstappen	Arrows - Supertec	25	Transmission	20
Johnny Herbert	Jaguar - Cosworth	20	Gearbox	11
Ricardo Zonta	BAR - Honda	16	Spun off	19
