Date	Opponent	Score	Loss	Attendance	Record
August 2	@ White Sox	7 - 3	Garland (15-5)	32,162	54-51
August 3	@ White Sox	4 - 3	Hernández (8-4)	28,116	55-51
August 4	@ White Sox	5 - 4	Speier (1-2)	32,027	55-52
August 5	Yankees	6 - 2	Chacín (11-6)	43,688	55-53
August 6	Yankees	8 - 5	Johnson (11-7)	48,088	56-53
August 7	Yankees	6 - 2	Towers (8-9)	46,114	56-54
August 8	Tigers	9 - 8 (12)	Schoeneweis (2-3)	20,887	56-55
August 9	Tigers	6 - 4	Douglass (4-2)	21,145	57-55
August 10	Tigers	4 - 3	Dingman (0-1)	24,624	58-55
August 11	Tigers	2 - 1	Bonderman (13-9)	30,578	59-55
August 12	@ Orioles	12 - 0	Cabrera (8-11)	29,069	60-55
August 13	@ Orioles	1 - 0	Bush (2-6)	29,445	60-56
August 14	@ Orioles	7 - 6	Byrdak (0-1)	30,954	61-56
August 15	@ Angels	5 - 4 (11)	Walker (5-4)	38,936	61-57
August 16	@ Angels	4 - 3	Rodríguez (2-3)	42,468	62-57
August 17	@ Angels	4 - 1	Washburn (6-7)	43,026	63-57
August 19	@ Tigers	9 - 5	Bush (2-7)	32,769	63-58
August 20	@ Tigers	3 - 2 (13)	Batista (5-4)	38,073	63-59
August 21	@ Tigers	17 - 6	McGowan (1-1)	36,818	63-60
August 22	@ Yankees	7 - 0	Downs (1-3)	50,162	63-61
August 23	@ Yankees	5 - 4	Batista (5-5)	50,528	63-62
August 24	@ Yankees	9 - 5	Mussina (12-8)	54,705	64-62
August 25	@ Yankees	6 - 2	Chacín (11-7)	54,329	64-63
August 26	Indians	9 - 3	McGowan (1-2)	24,649	64-64
August 27	Indians	2 - 1	Millwood (7-11)	27,630	65-64
August 28	Indians	4 - 1	Towers (10-10)	31,785	65-65
August 30	Orioles	7 - 2	López (13-8)	25,311	66-65
August 31	Orioles	7 - 0	Chacín (11-8)	24,686	66-66
