Place	Player	Country	Score	To par
T1	Jay Don Blake	United States	66	–4
T1	Bernhard Langer	West Germany	66	–4
T1	Payne Stewart	United States	66	–4
T4	Tom Kite	United States	67	–3
T4	Jack Nicklaus	United States	67	–3
T4	Tom Pernice, Jr.	United States	67	–3
T4	Scott Simpson	United States	67	–3
T4	Joey Sindelar	United States	67	–3
T7	Kurt Beck	United States	68	–2
T7	Nick Faldo	United States	68	–2
T7	Raymond Floyd	United States	68	–2
T7	Larry Nelson	United States	68	–2
T7	Dillard Pruitt	United States	68	–2
