Township	County	Pop. (2010)	Land ( sqmi )	Water (sqmi)	Latitude	Longitude	GEO ID	ANSI code
Saddle Butte	Golden Valley	25	35.278	0.178	47.021142	-103.976050	3803369580	01037074
Saline	McHenry	24	36.152	0.113	48.422249	-100.874792	3804970340	01759513
Sand Creek	Slope	34	70.850	0.142	46.494140	-103.427739	3808770420	01037174
Sandoun	Ransom	66	36.046	0.000	46.413051	-97.343555	3807370460	01036865
Saratoga	LaMoure	52	36.146	0.042	46.594666	-98.462855	3804570660	01036913
Sargent	Sargent	32	35.883	0.000	46.066125	-97.820711	3808170740	01036796
Sarnia	Nelson	39	34.766	1.236	48.150359	-98.100117	3806370820	01036581
Sauk Prairie	Ward	23	35.813	0.061	48.669986	-101.898137	3810170860	01759690
Sauk Valley	Williams	60	35.573	0.179	48.583714	-102.944265	3810570900	01037006
Sauter	Walsh	37	34.835	1.156	48.245457	-98.217289	3809970940	01036523
Sawyer	Ward	183	35.499	0.053	48.068530	-101.088604	3810171020	02397870
Scandia	Bottineau	46	43.860	0.000	48.946531	-100.774709	3800971060	01759294
Schiller	McHenry	48	35.433	0.998	47.975087	-100.270874	3804971180	01759514
Schrunk	Burleigh	18	32.710	1.723	47.294280	-100.413430	3801571220	01759345
Scorio	Williams	37	34.956	0.827	48.595028	-103.732864	3810571300	01036920
Scotia	Bottineau	50	40.181	1.138	48.944595	-100.895783	3800971340	01759295
Scott	Adams	106	35.837	0.209	45.984305	-102.560385	3800171380	01037219
Scoville	Ransom	35	18.054	0.000	46.391559	-97.469165	3807371460	01036867
Scranton	Bowman	67	34.917	0.088	46.169722	-103.178994	3801171540	02397871
Sealy	Logan	23	36.361	0.161	46.595398	-99.863326	3804771580	01037062
Seivert	Cavalier	15	28.060	1.871	48.578664	-98.901129	3801971620	01759379
Sentinel	Golden Valley	50	143.351	0.288	46.886314	-103.718768	3803371740	01037078
Sergius	Bottineau	51	47.757	0.996	48.842975	-101.005336	3800971820	01759296
Severn	Stutsman	51	35.980	0.182	46.689172	-98.765753	3809371860	01036444
Sharlow	Stutsman	55	36.210	0.042	46.676205	-98.906166	3809371900	01036446
Sharon	Steele	48	33.806	0.035	47.644998	-97.919876	3809171980	01036676
Shealy	Ward	28	35.150	0.821	48.146370	-101.846768	3810172075	01759691
Sheets	Slope	20	35.828	0.110	46.326282	-103.359687	3808772100	01759644
Sheldon	Eddy	22	35.748	0.335	47.708983	-98.964920	3802772140	01759413
Shell	Mountrail	30	35.958	0.012	48.065750	-102.108459	3806172220	01037019
Shell Valley	Rolette	449	35.579	0.536	48.768271	-99.840463	3807972260	01759627
Shenford	Ransom	118	53.662	0.072	46.479115	-97.479102	3807372300	01036868
Shepherd	Walsh	37	34.629	1.511	48.332398	-98.222450	3809972380	01036532
Sherbrooke	Steele	49	35.978	0.000	47.455477	-97.665384	3809172420	01036666
Sheridan	LaMoure	28	34.903	0.122	46.580037	-98.337588	3804572460	01036912
Sherman	Bottineau	68	35.910	0.005	48.842786	-101.289039	3800972500	01759297
Sheyenne	Richland	51	35.645	0.015	46.507680	-97.216016	3807772620	01036852
Short Creek	Burke	37	42.775	0.250	48.943720	-102.734535	3801372740	01759330
Shuman	Sargent	60	34.920	0.732	46.159700	-97.436522	3808172780	01036800
Sibley	Kidder	77	31.643	4.017	46.846047	-99.759078	3804372860	01759477
Sibley Butte	Burleigh	15	35.990	0.011	46.945670	-100.370762	3801572900	01759346
Sibley Trail	Barnes	92	33.955	2.209	47.189377	-98.014591	3800372940	01036437
Sidney	Towner	48	43.977	0.383	48.936230	-99.316611	3809572980	01759663
Sidonia	Mountrail	15	34.636	1.362	48.508408	-102.285181	3806173020	01037119
Sikes	Mountrail	87	35.517	0.465	48.150939	-102.386183	3806173060	01037042
Silver Lake	Wells	21	34.826	1.201	47.401106	-99.836299	3810373140	01037190
Silvesta	Walsh	38	35.154	0.766	48.492537	-98.111696	3809973220	01036550
Sinclair	Stutsman	30	34.196	1.709	46.758025	-99.128339	3809373340	01036461
Sioux	McKenzie	108	64.409	5.729	47.913001	-103.871117	3805373380	01036968
Sioux Trail	Divide	25	35.635	0.207	48.684574	-103.733516	3802373420	01036921
Skandia	Barnes	40	35.170	0.720	46.772308	-98.107668	3800373500	01036412
Smith	Towner	16	43.289	0.675	48.942626	-99.188018	3809573660	01759664
Smoky Butte	Divide	34	35.178	0.767	48.673153	-103.596935	3802373700	01759396
Snow	McLean	80	21.476	13.991	47.626616	-101.250968	3805573780	01759544
Solon	Hettinger	22	35.894	0.073	46.408091	-102.118089	3804173860	01759461
Soo	Burke	24	42.681	0.299	48.943339	-102.472522	3801373900	01759331
Sorenson	Towner	21	35.109	0.657	48.664846	-99.295598	3809573940	01759665
Sorkness	Mountrail	37	35.634	0.499	48.410047	-102.683355	3806173980	01034093
South Cottonwood	Wells	40	35.400	0.496	47.534537	-99.578832	3810374080	01759710
South Dresden	Cavalier	33	35.371	0.542	48.852062	-98.533504	3801974100	01759380
South Fork	Adams	11	36.048	0.000	46.075009	-102.060845	3800174140	01037252
South Meadow	Williams	23	35.713	0.290	48.495364	-103.070698	3810574260	01037036
South Minnewaukan	Ramsey	225	29.093	12.431	48.061632	-98.747857	3807174280	01759594
South Olga	Cavalier	39	35.797	0.081	48.773697	-97.990120	3801974300	01759381
South Valley	Rolette	31	35.947	0.016	48.589896	-100.078572	3807974340	01759628
South Viking	Benson	61	35.604	0.225	47.896714	-99.463428	3800574380	01759259
Southwest	Sargent	18	36.011	0.093	45.963131	-97.967970	3808174460	01036789
Speedwell	Wells	57	35.735	0.324	47.456178	-99.585214	3810374540	01759711
Spencer	Ward	47	34.967	0.979	48.582608	-102.158045	3810174580	01759692
Spiritwood	Stutsman	73	35.759	0.335	46.938920	-98.486954	3809374700	01036467
Spring Coulee	Mountrail	39	35.148	0.109	48.072199	-101.999565	3806174860	01037020
Spring Creek	Barnes	74	35.489	0.029	46.683088	-98.114316	3800374900	01036403
Spring Grove	McHenry	39	32.138	1.836	47.892679	-100.390922	3804975020	01759515
Spring Lake	Ward	29	34.713	1.172	47.885298	-101.422432	3810175060	01036983
Spring Valley	Dickey	28	33.271	2.282	46.077524	-98.922221	3802175140	01037247
Springbrook	Williams	67	34.813	0.252	48.243527	-103.427631	3810574820	01036988
Springer	Ransom	59	35.918	0.050	46.498473	-97.847973	3807374940	01036874
Springfield	Towner	14	34.651	1.417	48.407026	-99.428460	3809574980	01759666
Springvale	Barnes	53	35.897	0.000	46.847493	-97.744735	3800375100	01036407
St. Andrews	Walsh	52	36.344	0.470	48.492269	-97.201899	3809969620	01036543
St. Anna	Wells	18	33.290	1.650	47.624269	-99.703726	3810369660	01759712
St. Croix	Hettinger	34	36.658	0.000	46.500535	-102.486896	3804169820	01759462
St. Joseph	Pembina	94	44.879	0.039	48.946973	-97.749046	3806770020	01036739
St. Mary	McLean	147	33.235	1.771	47.625291	-101.493840	3805570060	01759543
St. Marys	Ward	52	34.895	1.236	48.414360	-101.510871	3810170100	01759693
St. Paul	Stutsman	71	32.222	3.761	46.856115	-99.372706	3809370180	01036466
St. Thomas	Pembina	119	71.919	0.009	48.636672	-97.481240	3806770300	01036713
Stafford	Renville	38	43.360	0.105	48.943921	-101.947035	3807575180	01759620
Stanley	Cass	1218	25.265	0.000	46.753385	-96.842128	3801775340	01036358
Star	Bowman	50	30.501	0.110	46.241673	-103.426389	3801175460	01759314
Starbuck	Bottineau	32	39.253	1.239	48.770143	-100.785741	3800975500	01759298
Stavanger	Traill	110	36.201	0.000	47.628462	-97.026861	3809775700	01036701
Stave	Mountrail	33	33.312	2.744	48.415887	-102.038348	3806175740	01036985
Steiber	Burleigh	25	34.170	0.103	47.283629	-100.547906	3801575820	01037141
Steiner	Hettinger	25	35.031	0.040	46.496252	-102.229655	3804175860	01759463
Sterling	Burleigh	149	35.929	0.000	46.851260	-100.267087	3801575940	01759347
Stevens	Ramsey	67	33.729	1.300	48.064296	-98.614459	3807175980	01759595
Stewart	Barnes	89	36.145	0.000	47.023213	-98.149960	3800376020	01036429
Stewart	Kidder	28	33.269	1.374	47.283990	-99.909908	3804376060	01037161
Stillwater	Bowman	28	30.591	0.009	46.244238	-103.178716	3801176140	01759315
Stirton	Stutsman	70	32.891	2.979	46.844756	-99.110856	3809376180	01036462
Stone Creek	Bottineau	19	27.845	0.403	48.681264	-100.733729	3800976260	01759299
Stoneview	Divide	22	35.269	0.502	48.677217	-102.950521	3802376300	01759397
Stony Creek	Williams	558	50.382	12.910	48.081934	-103.526019	3810576340	01036987
Storlie	Cavalier	21	25.095	0.347	48.579867	-98.633664	3801976380	01759382
Strabane	Grand Forks	98	35.548	0.013	48.144065	-97.568357	3803576420	01036625
Strandahl	Williams	20	32.526	0.175	48.422811	-103.978227	3810576460	01759734
Strassburg	Sheridan	34	32.351	3.611	47.811440	-100.514116	3808376540	01759637
Streeter	Stutsman	55	34.798	0.956	46.675077	-99.396456	3809376660	01036450
Strege	McHenry	40	35.266	0.925	47.980053	-100.388593	3804976700	01759516
Strehlow	Hettinger	29	35.883	0.073	46.407370	-102.857648	3804176740	01037231
Strong	Stutsman	19	33.727	1.884	47.090186	-99.286234	3809376780	01036494
Sullivan	Ramsey	26	35.529	0.545	48.420702	-98.778641	3807176860	01759596
Summit	Richland	217	53.361	0.019	46.145643	-96.667743	3807776940	01036825
Sundre	Ward	970	35.716	0.244	48.148714	-101.207121	3810176980	01036990
Sunny Slope	Bowman	9	51.122	0.108	46.160592	-103.956408	3801177060	01037164
Superior	Eddy	55	34.728	0.269	47.629769	-99.068069	3802777140	01759414
Surrey	Ward	349	35.019	0.043	48.241646	-101.066882	3810177220	02397878
Svea	Barnes	41	35.875	0.000	46.761711	-98.248932	3800377300	01036414
Sverdrup	Griggs	92	36.010	0.036	47.377790	-98.065074	3803977340	01036630
Swede	LaMoure	36	35.717	0.063	46.420627	-98.964670	3804577380	01036908
Sydna	Ransom	194	36.327	0.005	46.329653	-97.458880	3807377540	01036859
Sydney	Stutsman	78	36.132	0.123	46.754405	-98.744074	3809377620	01036455
Sykeston	Wells	43	34.922	0.511	47.453995	-99.463343	3810377700	02397880
